,address1,city,zip,country,phone,fax,website,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,totalRevenue,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Laurent  Mignon', 'age': 59, 'title': 'Group CEO & Member of the Exec. Board', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2733090, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
1,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Ms. Harper  Mates', 'age': 40, 'title': 'MD & Employee Representative Member of Supervisory Board', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
2,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. David  Darmon', 'age': 49, 'title': 'Deputy CEO & Member of Exec. Board', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1717230, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
3,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Ms. Sophie Tomasi Parise', 'age': 44, 'title': 'Employee Representative Member of Supervisory Board & Tax Mang.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
4,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Charles  Goulet', 'age': 38, 'title': 'Managing Director', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
5,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Adam Warren Reinmann', 'age': 46, 'title': 'MD & CEO of Wendel North America', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
6,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Xavier  Lemonnier', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
7,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Benoit  Drillaud', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
8,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Ms. Alexina  Portal', 'age': 52, 'title': 'Director of Human & Operational Resources', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
9,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Olivier  Allot', 'age': 49, 'title': 'Director of Financial Communication & Data Intelligence and Investor Relations', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,85.72661,84.1,84.0,85.65,85.72661,84.1,84.0,85.65,1.289039,3.604533,20822,20822,35593,51603,51603,3783895296,70.45,109.1,0.4773728,99.414955,91.02428,3.2,0.037327968,EUR,3521394176,0.02726,25096534,45255500,0.40932,0.17601,64.217,1.3349519,1672444800,1703980800,1688083200,-0.917,270200000,23.783,0.444,2.703,LSE,EQUITY,0HZD.L,0HZD.L,Wendel,1195804800,Europe/London,BST,3600000,85.72661,none,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
