,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Dr. Andreas B. Bechtolsheim Ph.D.', 'age': 67, 'title': 'Co-Founder, Chairman & Chief Devel. Officer', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
1,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Ms. Jayshree V. Ullal', 'age': 61, 'title': 'Pres, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 569899, 'exercisedValue': 8658370, 'unexercisedValue': 376677}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
2,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Mr. Kenneth  Duda', 'age': 50, 'title': 'Co-Founder, CTO & Sr. VP of Software Engineering', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 520829, 'exercisedValue': 36934400, 'unexercisedValue': 70256576}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
3,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Ms. Ita M. Brennan', 'age': 55, 'title': 'CFO & Sr. VP', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 546972, 'exercisedValue': 3144699, 'unexercisedValue': 1483173}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
4,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Mr. Anshul  Sadana', 'age': 45, 'title': 'Chief Operating Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 674899, 'exercisedValue': 2417683, 'unexercisedValue': 9217918}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
5,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Mr. Marc  Taxay', 'age': 53, 'title': 'Sr. VP & Gen. Counsel', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 508437, 'exercisedValue': 2329622, 'unexercisedValue': 0}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
6,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Mr. Venkatesh R. Nathamuni', 'title': 'Head of Corp. Fin., M&A and IR', 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
7,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Liz  Stine', 'title': 'Director of Investor Relations Advocacy', 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
8,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Mr. Mark  Foss', 'title': 'Sr. VP of Global Operations & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
9,5453 Great America Parkway,Santa Clara,CA,95054,United States,408 547 5500,408 538 8920,https://www.arista.com,Computer Hardware,Computer Hardware,Technology,Technology,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",3612,"{'maxAge': 1, 'name': 'Mr. Ciarán  Kennedy', 'title': 'Chief Sales Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,8,10,10,1693526400,1672444800,86400,2,187.56,186.1,183.55,186.41,187.56,186.1,183.55,186.41,0.0,1.17047,34.7218,27.164705,2074892,2074892,2788325,1668530,1668530,184.61,187.0,1100,900,57185800192,98.205,198.7,10.866396,178.5308,152.2177,0.0,0.0,USD,53496311808,0.32483003,251679765,309580992,3563880,3950759,1690761600,1693440000,0.0115,0.22663,0.68049,1.13,0.014199999,309580992,18.935,9.75548,1672444800,1703980800,1688083200,0.645,1709446016,5.32,6.8,3.05,4:1,1637193600,10.165,27.089,0.6070994,0.14113986,NYQ,EQUITY,ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",1402061400,America/New_York,EDT,bbe42b96-ac16-33e3-9f09-5628654f1968,finmb_33348547,-14400000,184.72,230.0,154.0,200.0,200.0,2.2,buy,18,3741125888,12.084,1974820992,51702000,2.73,4.138,5262627840,0.883,17.16,0.16959,0.34662,2675696000,578936256,983150976,0.649,0.387,0.60183,0.37525,0.36121,USD,1.5203
