,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Keisuke  Miyoshi', 'age': 53, 'title': 'Pres, CEO and Partner', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
1,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Ko  Minamikurosawa', 'title': 'MD & GM of Structured Investment Division', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
2,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Shozo  Isaka', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
3,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Tomotake  Kitazawa', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
4,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Naoki  Sato', 'title': 'Partner, Corp. Officer, and Bus. Devel. Professional', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
5,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Atsushi  Fujii', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
6,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Mizuki  Takahara', 'title': 'Partner and Gen. Mang. of West Japan Branch of Venture Departmen', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
7,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Haruyoshi  Onuma', 'title': 'Chief Capitalist', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
8,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Ms. Tomoko  Numata', 'title': 'Chief Capitalist', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
9,Toranomon Hills Mori Tower,24th Floor 1-23-1 Toranomon Minato-ku,Tokyo,105-6324,Japan,81 50 3734 2025,https://www.jafco.co.jp,Asset Management,Financial Services,"JAFCO Group Co., Ltd. formerly known as JAFCO Co., Ltd. is a private equity and venture capital firm specializing in direct and fund of fund investments. Within direct investments, it invests in incubation, seed, startup, early stage, middle stage, late stage, buyout, business succession, and spin-out related investments. It seeks to invests in many fields such as life science, new drug development, regenerative medicine, medical equipment and healthcare, robotics, electronics, software, IT services, manufacturing, logistics, retail, restaurants, housing, and finance among others. The firm invests in the United States of America, Japan, and Europe. JAFCO Group Co., Ltd. was founded on April 5, 1973 and is based in Tokyo, Japan with additional office in Osaka, Japan.",147,"{'maxAge': 1, 'name': 'Mr. Yoichiro  Unou', 'title': 'Managing Director of Buyout Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,86400,2,11.09,11.19,11.19,11.19,11.09,11.19,11.19,11.19,1.0,0.08930001,1680134400,0.2541,3.23,0.786036,2.9760637,33,33,54,0,0,11.07,11.42,30000,30000,616756992,10.61,17.5,0.038391344,11.3218,13.2848,150.0,13.525699,EUR,-39856443392,2.52362,51559315,54385000,0.08146,0.58309,2344.034,0.0047738217,1680220800,1711843200,1688083200,-0.033,40541999104,3.76,3:1,1643328000,-2.481,13.024,FRA,EQUITY,JAF.F,JAF.F,JAFCO GROUP CO. LTD.,"JAFCO Group Co., Ltd.",953708400,Europe/Berlin,CEST,7200000,11.19,none,40613998592,746.8,-3060250112,149000000,30.748,31.469,16065000448,0.117,247.339,-0.01138,0.25611,1067000000,0.264,0.726,0.088640004,-0.19048999,-0.20349,JPY,
