,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Kenneth  Gilmartin', 'age': 51, 'title': 'CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1361246, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
1,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. David Miller Kemp', 'age': 52, 'title': 'CFO & Exec. Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1057775, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
2,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Steve James Nicol', 'title': 'Exec. VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
3,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Simon  McGough', 'title': 'Pres of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
4,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Martin James McIntyre', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
5,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Ms. Lesley  Birse', 'title': 'Exec. Pres of People & Organisation', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
6,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Tony  Dinozzi', 'title': 'Group Head of M&A', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
7,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Carl  Catfield', 'title': 'Group Head of Treasury & Taxation', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
8,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Mike  Collins', 'title': 'Exec. Pres of Bus. Sustainability & Assurance', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
9,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Ms. Jennifer  Richmond', 'title': 'Exec. Pres of Strategy & Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,4,1.99,1.93,1.93,1.93,1.99,1.93,1.93,1.93,1586995200,0.0,1.592717,5.3611107,12030,12030,1745,1200,1200,0.0,0.0,0,0,1335249152,1.19,2.88,0.2279477,1.9096,2.00725,0.0,0.0,USD,2346251008,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,0.35747358,1672444800,1703980800,1688083200,-769800000,-1.13,0.36,0.401,15.127,PNK,EQUITY,WDGJF,WDGJF,JOHN WOOD GROUP PLC,John Wood Group PLC,1270474200,America/New_York,EDT,-14400000,1.93,none,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
