,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Mr. Peter  Harrison', 'age': 56, 'title': 'Group CEO & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 4401000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
1,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Mr. Richard John Keers', 'age': 59, 'title': 'CFO & Exec. Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2153000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
2,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Mr. Meagen Lyn Burnett', 'title': 'Deputy Group Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
3,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Mr. Rory  Bateman', 'age': 52, 'title': 'Co-Head of Investment & Head of Equities', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
4,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Ms. Johanna  Kyrklund C.F.A., CFA', 'age': 46, 'title': 'Co-Head of Investment & Group Chief Investment Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
5,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Mr. Jamie  Ovenden', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
6,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Alex  James', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
7,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Mr. Neil  Tomlinson', 'title': 'Group Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
8,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Ms. Estelle  Bibby', 'title': 'Head of Media Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
9,1 London Wall Place,London,EC2Y5AU,United Kingdom,44 20 7658 6000,44 20 7658 6965,https://www.schroders.com,Asset Management,Financial Services,"Schroders plc is a publicly owned investment manager. The firm also provides advisory and consultancy services. It provides its services to financial institutions, high net worth clients, large corporate, local authority, charitable entities, individuals, pension plans, government funds, insurance companies, and endowments. The firm launches and manages equity mutual funds and manages fixed income mutual funds for its clients. It also manages hedge for its clients. The firm invests in the public equity, fixed income, and alternative investment markets across the globe. The firm's alternative investments include real estate markets, emerging market debt, commodities and agriculture funds, funds of hedge funds and private equity funds of funds. It conducts an in-house research to make its investments. Schroders plc was founded on 1804 and is headquartered in London, United Kingdom.",6434,"{'maxAge': 1, 'name': 'Ms. Beth  Saint', 'title': 'Global Head of Marketing & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,8,5,1693526400,1672444800,86400,2,413.8,416.3,411.4,418.6,413.8,416.3,411.4,418.6,0.21,0.0519,1692230400,0.77699995,3.99,1.228978,1535.5555,11.721799,7509941,7509941,2109954,2216230,2216230,345.8,438.6,0,0,6683766272,348.0,507.0,2.2317905,428.396,454.7765,0.215,0.0005195747,GBp,2202981376,0.15036,673555419,1612099968,0.43049,0.34477,2.678,154.81703,1672444800,1703980800,1688083200,-0.139,439200000,0.27,35.37,8.03,3:2,894326400,0.736,2.963,LSE,EQUITY,SDR.L,SDR.L,SCHRODERS PLC ORD 20P,Schroders plc,583743600,Europe/London,BST,3600000,414.6,536.0,380.0,459.47,450.0,3.0,hold,15,4797400064,3.044,743600000,340800000,5.38,5.571,2994800128,7.843,1.901,0.0189,0.10374,2439000000,618937472,320600000,-0.157,0.017,0.80493,0.2483,0.22309,GBP,
