,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Mr. Edward Robert Francis Jamieson', 'age': 45, 'title': 'CFO & Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 940979, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
1,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Mr. Andrew Charles Rennie', 'age': 54, 'title': 'CEO & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
2,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Ms. Nicola Julie Frampton', 'age': 56, 'title': 'Operations Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
3,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Mr. Sody  Kahlon', 'title': 'Chief Information & Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
4,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Will  MacLaren', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
5,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Ms. Nina  Arnott', 'title': 'Head of Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
6,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Ms. Sarah  Barron', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
7,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Ms. Kirsty  Pitcher', 'title': 'HR Director', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
8,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Mr. Brian  Trier', 'title': 'Group Managing Director of Germany', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
9,1 Thornbury,West Ashland,Milton Keynes,MK6 4BB,United Kingdom,44 19 0858 0000,https://investors.dominos.co.uk,Restaurants,Consumer Cyclical,"Domino's Pizza Group plc owns, operates, and franchises Domino's Pizza stores. It operates stores in the United Kingdom and the Republic of Ireland, as well as leases its stores. The company was formerly known as Domino's Pizza UK & IRL plc and changed its name to Domino's Pizza Group plc in May 2012. Domino's Pizza Group plc was founded in 1960 and is based in Milton Keynes, the United Kingdom.",1710,"{'maxAge': 1, 'name': 'Mr. Adrian John Bushnell', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,1,2,1693526400,1672444800,86400,2,397.6,401.0,394.4,402.6,397.6,401.0,394.4,402.6,0.1,0.0256,1691625600,0.35209998,3.15,1.035285,1408.5714,18.979788,1934225,1934225,1113902,905506,905506,351.0,527.0,0,0,1622096128,214.339,432.2,2.476861,372.6,311.225,0.101,0.00025402414,GBp,2031974656,0.18277,341601519,411281984,0.17797,0.69839996,-0.205,1671926400,1703462400,1687651200,0.905,119700000,0.28,20.78,3.04,3:1,1466985600,3.103,17.264,LSE,EQUITY,DOM.L,DOM.L,DOMINO'S PIZZA GROUP PLC ORD  2,Domino's Pizza Group plc,943430400,Europe/London,BST,3600000,394.4,460.0,290.0,385.56,410.0,2.4,buy,9,37000000,0.089,117700000,432600000,0.669,0.724,654899968,1.557,0.13512999,273500000,72900000,110500000,1.021,0.196,0.45808998,0.17972,0.16338,GBP,
