,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Frank C. Sullivan', 'age': 61, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 2352957, 'exercisedValue': 9444000, 'unexercisedValue': 17606800}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
1,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Russell L. Gordon', 'age': 56, 'title': 'VP & CFO', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 1077590, 'exercisedValue': 1474800, 'unexercisedValue': 4507900}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
2,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Timothy R. Kinser', 'age': 59, 'title': 'VP of Operations', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 797026, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
3,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Edward W. Moore', 'age': 65, 'title': 'Sr. VP, Gen. Counsel, Chief Compliance Officer & Sec.', 'yearBorn': 1957, 'fiscalYear': 2023, 'totalPay': 996141, 'exercisedValue': 330825, 'unexercisedValue': 6500}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
4,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Michael J. Laroche', 'age': 40, 'title': 'VP, Controller & Chief Accounting Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
5,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Matthew  Schlarb C.F.A.', 'title': 'Sr. Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
6,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Randell  McShepard', 'title': 'VP of Public Affairs & Chief Talent Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
7,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. John F. Kramer', 'title': 'VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
8,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Mr. Michael  Matchinga', 'title': 'Director of Human Resource Information Systems', 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
9,2628 Pearl Road,Medina,OH,44256,United States,330 273 5090,330 225 8743,https://www.rpminc.com,Specialty Chemicals,Basic Materials,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and traditional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; fire stopping and intumescent steel coating, and manufacturing industry solutions; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, coatings, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers solutions for the paint contractors and DIYers, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulks, adhesives, insulating foams, and patches, as well as spackling, glazing, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",17274,"{'maxAge': 1, 'name': 'Ms. Tracy D. Crandall', 'title': 'VP of Compliance & Sustainability and Associate Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,9,9,8,1693526400,1703980800,86400,2,96.54,95.9,94.215,96.3162,96.54,95.9,94.215,96.3162,1.68,0.0177,1689552000,0.44619998,1.9,0.965076,25.475805,16.86299,1217643,1217643,624295,542680,542680,94.58,94.51,800,800,12233290752,78.52,107.4,1.685859,98.6354,90.2492,1.66,0.017194945,USD,15040408576,0.06597,116901320,129084000,1443302,1646238,1690761600,1693440000,0.0112,0.012920001,0.80175,2.35,0.0127,16.626,5.700108,1685491200,1717113600,1685491200,-0.239,476535008,3.72,5.62,1.17,5:4,881625600,2.073,16.409,NYQ,EQUITY,RPM,RPM,RPM International Inc.,RPM International Inc.,322151400,America/New_York,EDT,-14400000,94.77,123.0,97.0,109.07,108.5,2.6,hold,14,220887008,1.712,916572032,3028922880,1.189,2.136,7256414208,141.34,56.91,0.07057,0.23249,209634000,577105024,-0.235,0.016,0.3787,0.12630999,0.10496,USD,
