,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Mr. Darren Joseph Steinberg BEc, F.A.C.I.D., FAICD, FAPI, FRICS', 'title': 'CEO & Exec. Director of DEXUS Funds Management Limited', 'fiscalYear': 2023, 'totalPay': 2850064, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
1,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Ms. Keir L. Barnes B.Com., M.B.A.', 'title': 'Chief Financial Officer of Dexus Funds Management Limited', 'fiscalYear': 2023, 'totalPay': 1290474, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
2,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Mr. Ross G. Du Vernet M.B.A.', 'title': 'Chief Investment Officer of Dexus Funds Management Limited', 'fiscalYear': 2023, 'totalPay': 1447571, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
3,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Ms. Melanie  Bourke B.Com., M.B.A.', 'title': 'Chief Operating Officer of Dexus Funds Management Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
4,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Ms. Rowena  Causley', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
5,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Mr. Brett D. Cameron B.A., GAICD, L.L.B.', 'title': 'Gen. Counsel & Company Sec. of Dexus Funds Management Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
6,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Louise  Murray', 'title': 'Sr. Mang. of Corp. Affairs & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
7,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Mr. Paul  Oates', 'title': 'Group Gen. Mang. of Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
8,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Mr. Richard  Garing', 'title': 'Regional Gen. Mang. of Office & Industrial', 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
9,"Level 25, Australia Square",264-278 George Street,Sydney,NSW,2000,Australia,61 2 90171100,61 2 90171101,https://www.dexus.com,REIT—Office,Real Estate,"Dexus (ASX: DXS) is one of Australia's leading fully integrated real asset groups, managing a high-quality Australasian real estate and infrastructure portfolio valued at $62.3 billion (pro forma post completion of the Collimate Capital acquisition). We believe that the strength and quality of our relationships will always be central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We directly own $17.8 billion of office and industrial assets and investments. We manage a further $44.5 billion of investments in our funds management business (pro forma post completion of the Collimate Capital acquisition) which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering outperformance and benefit from Dexus's capabilities. The group's $15.8 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. We consider sustainability (ESG) to be an integral part of our business with the objectives of Leading Cities, Future Enabled Customers, Strong Communities, Thriving People and an Enriched Environment supporting our overarching goal of Sustained Value. Dexus is listed on the Australian Securities Exchange and is supported by more than 31,000 investors from 23 countries. With over 35 years of expertise in property investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering superior risk-adjusted returns for investors.",1079,"{'maxAge': 1, 'name': 'Mr. Michael  Cummings', 'title': 'Co-Head of Infrastructure of Dexus Funds Management Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,1,5,5,1693526400,1703980800,86400,2,7.48,7.55,7.45,7.605,7.48,7.55,7.45,7.605,0.47,0.0623,1687996800,5.23,0.648648,11.333333,7906713,7906713,3118564,2863828,2863828,7.47,7.48,0,0,8045263872,7.375,8.77,9.341923,7.878,7.972,0.516,0.06898395,AUD,13297291264,-0.87401,1056527661,1075570048,0.00934,0.65256,11.43,0.6544182,1688083200,1719705600,1688083200,-752700032,-0.64,0.66,23.74,1:6,1415145600,15.44,29.701,ASX,EQUITY,DXS.AX,DXS.AX,DEXUS STAPLED,DEXUS,1097020800,Australia/Sydney,AEST,36000000,7.48,9.0,8.1,8.59,8.65,2.5,buy,9,188600000,0.176,447700000,5352399872,0.37,1.757,861200000,43.642,0.801,0.014630001,-0.058280002,1067900000,-688186432,770899968,-0.618,0.77009004,0.51986,0.51184,AUD,
