,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Mr. Christopher J. Abate CPA', 'age': 42, 'title': 'CEO & Director', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 1405000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
1,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Mr. Dashiell I. Robinson', 'age': 42, 'title': 'Pres & Director', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 1383938, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
2,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Ms. Brooke E. Carillo', 'age': 35, 'title': 'Chief Financial Officer', 'yearBorn': 1987, 'fiscalYear': 2022, 'totalPay': 1247000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
3,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Mr. Andrew P. Stone', 'age': 51, 'title': 'Exec. VP, Chief Legal Officer & Sec.', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 723013, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
4,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Ms. Sasha G. Macomber', 'age': 53, 'title': 'Chief Human Resource Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 758646, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
5,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Ms. Carlene A. Graham', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
6,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Mr. Fred J. Matera', 'age': 58, 'title': 'MD, Head of Residential & Chief Investment Officer', 'yearBorn': 1964, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
7,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Mr. Collin Lee Cochrane CPA', 'age': 45, 'title': 'Chief Accounting Officer', 'yearBorn': 1977, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
8,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Kaitlyn  Mauritz', 'title': 'Sr. VP & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
9,One Belvedere Place,Suite 300,Mill Valley,CA,94941,United States,415 389 7373,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking, and Investment Portfolio. The Residential Mortgage Banking segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Mortgage Banking segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment invests in securities retained from residential and business purpose securitization activities, and residential and small-balance multifamily bridge loans, as well as residential mortgage-backed securities issued by third parties, Freddie Mac K-Series multifamily loan securitizations and reperforming loan securitizations, servicer advance investments, home equity investments, and other housing-related investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",347,"{'maxAge': 1, 'name': 'Mr. Shoshone A. Stern', 'age': 44, 'title': 'Head of Portfolio Strategy & Risk', 'yearBorn': 1978, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,3,2,1693526400,1672444800,86400,2,7.84,7.84,7.82,7.91,7.84,7.84,7.82,7.91,0.64,0.081499994,1695254400,9.84,1.418049,9.235293,3412106,3412106,1275954,1738690,1738690,7.73,7.95,1000,4000,896744768,5.47,8.72,12.10999,7.4374,7.05435,0.85,0.10841837,USD,11977749504,-1.1745601,113164264,114235000,9481016,7229926,1690761600,1693440000,0.083000004,0.01092,0.76692003,7.11,0.1181,9.259,0.84782374,1672444800,1703980800,1688083200,-94482000,-0.81,0.85,0.46,161.752,NYQ,EQUITY,RWT,RWT,"Redwood Trust, Inc.","Redwood Trust, Inc.",807543000,America/New_York,EDT,-14400000,7.85,10.0,7.5,8.56,8.5,2.0,buy,8,447067008,3.914,11461151744,7.009,7.366,74050000,1019.55,0.648,-0.0065200003,-0.073020004,-27551000,375216992,0.76003,0.0,-1.26467,USD,
