,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Frank A. Lodzinski', 'age': 73, 'title': 'Exec. Chairman', 'yearBorn': 1949, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
1,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Robert J. Anderson', 'age': 60, 'title': 'Pres, CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1314133, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
2,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Mark  Lumpkin Jr.', 'age': 48, 'title': 'Exec. VP & CFO', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 944967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
3,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Steven C. Collins', 'age': 57, 'title': 'Exec. VP & COO', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 944967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
4,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Tony  Oviedo CPA', 'age': 68, 'title': 'Exec. VP of Accounting & Admin.', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 944967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
5,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Timothy D. Merrifield', 'age': 66, 'title': 'Exec. VP of Geology & Geophysics', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 944967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
6,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Clay P. Jeansonne', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
7,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Robert W. Hunt Jr., J.D.', 'age': 41, 'title': 'Exec. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
8,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Leonard W. Wood', 'title': 'VP of Exploration & Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
9,1400 Woodloch Forest Drive,Suite 300,The Woodlands,TX,77380,United States,281 298 4246,832 823 0478,https://www.earthstoneenergy.com,Oil & Gas E&P,Energy,"Earthstone Energy, Inc., operates as an independent oil and gas company in the United States. It engages in the acquisition and development of oil and gas reserves through drilling and development of undeveloped leases, as well as asset and corporate acquisitions and mergers. The company's asset portfolio includes the Midland Basin in West Texas, Delaware Basin in New Mexico, and the Eagle Ford trend located in southern Gonzales County, Texas. Earthstone Energy, Inc. was incorporated in 1969 and is headquartered in The Woodlands, Texas.",219,"{'maxAge': 1, 'name': 'Mr. Scott  Thelander', 'title': 'VP of Fin. & Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,5,6,8,1693526400,1672444800,86400,2,19.87,19.76,19.46,19.93,19.87,19.76,19.46,19.93,0.0,2.091632,4.3532004,5.0694084,4105581,4105581,1865972,1856610,1856610,19.31,20.19,800,1300,2772414720,10.65,21.98,1.5320619,17.1998,14.40055,0.0,0.0,USD,3810296320,0.25402,63398828,106331000,3485946,10077892,1690761600,1693440000,0.0328,0.03531,0.91073996,1.28,0.0615,16.525,1.1933434,1672444800,1703980800,1688083200,-0.599,459668000,4.53,3.89,0.19,1:10,1294012800,2.106,3.047,NYQ,EQUITY,ESTE,ESTE,"Earthstone Energy, Inc.","Earthstone Energy, Inc.",766675800,America/New_York,EDT,-14400000,19.72,31.0,20.0,25.43,25.0,2.1,buy,7,49500000,0.466,1250340992,1028219008,0.484,0.554,1809597056,41.264,17.081,0.13913,0.30299,1341585000,-248631248,1157969024,-0.629,-0.217,0.73780996,0.69095004,0.45585,USD,0.3992
