,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Ms. Hui Ning Tan', 'age': 39, 'title': 'Joint COO and Head of Operations & Leasing of TGM and Exec. Director of IGB REIT Mgmt. Sdn Bhd', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 516049, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
1,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Ms. Mei Sian  Tan', 'age': 39, 'title': 'Head of Strategy & Risk and Non-Independent Exec. Director of IGB REIT Management Sdn Bhd', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 413680, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
2,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Mr. Antony Patrick Barragry', 'age': 70, 'title': 'Chief Exec. Officer of IGB REIT Management Sdn Bhd', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
3,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Ms. Lai Sim  Chai', 'age': 61, 'title': 'Chief Financial Officer of IGB REIT Management Sdn Bhd', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
4,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Mr. Yeng Keet Chow', 'title': 'Head of Investment - IGB REIT Management Sdn Bhd', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
5,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Mr. Tan  Chai', 'title': 'Sr. Group Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
6,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Ms. Lai Yin Chan', 'title': 'Head of Compliance & Company Sec. of IGB REIT Management Sdn Bhd', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
7,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Mr. Chen-I  Yong', 'age': 51, 'title': 'Joint Chief Operating Officer of Mid Valley Megamall - IGB REIT Management Sdn Bhd', 'yearBorn': 1971, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
8,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Mr. Chai Huat Ko', 'title': 'Head of Marketing of Mid Valley Megamall - IGB REIT Management Sdn Bhd', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
9,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,Malaysia,603-2289-8989,603-2289-8802,https://www.igbreit.com/,REIT—Retail,Real Estate,"Established on 25 July 2012, IGB REIT is a Malaysia-domiciled real estate investment trust. Listed on the Main Market of Bursa Malaysia Securities Berhad on 21 September 2012, it owns income producing real estate that is used for retail purposes. Comprising two malls  Mid Valley Megamall (MVM) and The Gardens Mall (TGM)  located in the Klang Valley, IGB REIT's portfolio has a total net lettable area (NLA) of approximately 2.70 million square feet (sf), and as at 31 December 2022, had a market capitalisation of RM5.92 billion. Its investment properties are independently valued at RM5.02 billion. IGB Berhad is the major unitholder of IGB REIT with a shareholding of 48.332% as at 31 December 2022.","{'maxAge': 1, 'name': 'Ms. Hui Chween Tan', 'title': 'Head of Marketing of the Gardens Mall - IGB REIT Management Sdn Bhd', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.65,1.66,1.64,1.66,1.65,1.66,1.64,1.66,0.09,0.0575,1691452800,0.90139997,4.83,0.325797,15.0,1944400,1944400,1052956,808070,808070,1.65,1.66,0,0,5936402944,1.54,1.78,10.14775,1.6492,1.6836,0.101,0.061212122,MYR,6885559296,0.69147,1387991522,3597819904,0.62068003,0.21047,1.078,1.5306123,1672444800,1703980800,1688083200,-0.03,404505984,0.11,11.77,17.626,KLS,EQUITY,5227.KL,5227.KL,IGBREIT,IGB Real Estate Investment Trust,1350003600,Asia/Kuala_Lumpur,MYT,28800000,1.65,2.25,1.7,1.92,1.9,2.0,buy,10,259504000,0.072,390652992,1214551040,1.21,1.21,584996992,31.345,0.163,0.04611,0.10531,387838000,244974128,429092992,-0.032,0.058,0.67609,0.66779,0.66589,MYR,2.5589
