,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Mr. Robert S. Wetherbee', 'age': 63, 'title': 'Chairman & CEO', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 3440521, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
1,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Ms. Kimberly A. Fields', 'age': 52, 'title': 'Pres & COO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2116375, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
2,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Mr. Donald P. Newman', 'age': 57, 'title': 'Exec. VP of Fin. & CFO', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1782391, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
3,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Mr. Elliot S. Davis', 'age': 61, 'title': 'Sr. VP and Chief Legal & Compliance Officer', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1273156, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
4,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Mr. Kevin B. Kramer', 'age': 62, 'title': 'Sr. Advisor', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1388610, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
5,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Mr. Jimmy  Williams Jr.', 'age': 62, 'title': 'Sr. VP & CTO', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
6,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Mr. Timothy J. Harris', 'age': 46, 'title': 'Sr. VP and Chief Digital & Information Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
7,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Tom  Wright', 'title': 'VP of Financial Planning & Analysis and Interim Head of IR', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
8,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Ms. Tina Killough Busch', 'title': 'Sr. VP & Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
9,ATI Corporate,2021 McKinney Avenue Suite 1100,Dallas,TX,75201,United States,800 289 7454,https://www.atimaterials.com,Metal Fabrication,Metal Fabrication,Industrials,Industrials,"ATI Inc. manufactures and sells specialty materials and components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The segment serves aerospace and defense, medical, and energy markets. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. This segment offers its solutions to the energy, aerospace and defense, automotive, and electronics markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1960 and is headquartered in Dallas, Texas.",6700,"{'maxAge': 1, 'name': 'Mr. John S. Minich', 'age': 60, 'title': 'Pres of Forged Products', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,4,6,3,1693526400,1672444800,86400,2,45.1,44.8,44.05,45.2652,45.1,44.8,44.05,45.2652,1471305600,0.0,1.262793,22.275,15.631579,1968520,1968520,1019870,882980,882980,44.48,44.12,1300,800,5728461824,25.39,47.92,1.3882132,44.9118,38.9131,0.0,0.0,USD,7348849664,0.06885,127484042,128585000,7365863,7873880,1690761600,1693440000,0.0573,0.00678,1.06853,7.8,0.09689999,128585000,9.286,4.7975445,1672444800,1703980800,1688083200,284100000,2.0,2.85,0.12,1.781,13.153,0.42377758,0.14113986,0.08,1471305600,NYQ,EQUITY,ATI,ATI,ATI Inc.,ATI Inc.,943885800,America/New_York,EDT,9226517c-71b3-37b3-9273-1720cee72f76,finmb_348893,-14400000,44.55,54.0,45.0,50.63,51.5,1.8,buy,8,268600000,2.089,558700032,1773799936,1.149,2.739,4126500096,135.487,31.988,0.059019998,0.26953,714200000,93050000,230200000,0.09,0.18702999,0.13539,0.099139996,USD,
