,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,ebitda,totalRevenue,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Laurent  Mignon', 'age': 59, 'title': 'Group CEO & Member of the Exec. Board', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2733090, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
1,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Ms. Harper  Mates', 'age': 40, 'title': 'MD & Employee Representative Member of Supervisory Board', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
2,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. David  Darmon', 'age': 49, 'title': 'Deputy CEO & Member of Exec. Board', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1717230, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
3,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Ms. Sophie Tomasi Parise', 'age': 44, 'title': 'Employee Representative Member of Supervisory Board & Tax Mang.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
4,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Charles  Goulet', 'age': 38, 'title': 'Managing Director', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
5,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Adam Warren Reinmann', 'age': 46, 'title': 'MD & CEO of Wendel North America', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
6,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Xavier  Lemonnier', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
7,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Benoit  Drillaud', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
8,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Ms. Alexina  Portal', 'age': 52, 'title': 'Director of Human & Operational Resources', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
9,4 rue Paul-Cézanne,Paris,75008,France,33 1 42 85 30 00,33 1 42 80 68 67,https://www.wendelgroup.com/en/,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out and transactions and acquisitions. It invests in both listed and non-listed companies. The firm typically invests in technology services and software, business services, healthcare and industrial technology. The firm seeks to invest in Africa, Europe, European Developed Markets, Western Europe, particularly France, and North America (United States and Canada). It invests between 150 million ($175.46 million) and 500 million ($584.87 million) in companies. It targets majority/control/large minority investments in listed or unlisted companies. The firm seeks to take a seat on the board of directors or supervisory board and key committees of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom and Europe.",92410,"{'maxAge': 1, 'name': 'Mr. Olivier  Allot', 'age': 49, 'title': 'Director of Financial Communication & Data Intelligence and Investor Relations', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,7,4,1693526400,1672444800,86400,2,79.6,80.65,80.35,81.25,79.6,80.65,80.35,81.25,3.2,0.0402,1687132800,0.5704,2.9,1.289039,14.196114,6.5591836,141308,141308,37562,59995,59995,0.0,0.0,0,0,3632663552,70.45,109.2,0.45829353,86.994,94.594,3.2,0.040201005,EUR,3493177344,0.02726,25096534,43505000,0.40932,0.17601,64.217,1.2512262,1672444800,1703980800,1688083200,-0.917,270200000,5.66,12.25,-0.18,0.441,2.681,PAR,EQUITY,MF.PA,MF.PA,WENDEL,Wendel,711615600,Europe/Paris,CEST,7200000,80.35,130.0,100.0,115.7,116.0,1.7,buy,6,1303000064,7926499840,182.325,964200000,-0.918,-0.183,0.49808,0.16439,0.13129,EUR,
