,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Charles Choon Sik Park', 'age': 55, 'title': 'Chief Compliance Officer and Anti- Money Laundering Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
1,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Kyle G. McClements C.F.A., CFA', 'title': 'Managing Director and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
2,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jeffrey  Cucunato', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
3,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Mitchell S. Garfin C.F.A., CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
4,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stephan Frederic Bassas', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
5,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. David  Antonelli', 'age': 43, 'title': 'Portfolio Mang.', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
6,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. David  Benelli', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
7,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Quang  Ton', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
8,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Nathaniel  Toothaker', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
9,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240168/blackrock-credit-allocation-income-trust-usd-fund,Asset Management,Asset Management,Financial Services,Financial Services,"BlackRock Credit Allocation Income Trust is a closed ended balanced mutual fund launched by BlackRock, Inc. The fund is co-managed by BlackRock Advisors, LLC and BlackRock (Singapore) Limited. It invests in the fixed income markets across the globe. For the fixed income portion of the portfolio, the fund primarily invests in securities with an average credit quality of BBB by Standard & Poor's Corporation. It invests in investment grade corporate bonds, high yield bonds, bank loans, preferred securities or convertible bonds or derivatives. The fund was formerly known as BlackRock Preferred & Equity Advantage Trust. BlackRock Credit Allocation Income Trust was formed on December 27, 2006 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Karen  Toll C.F.A.', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.01,9.95,9.86,9.98,10.01,9.95,9.86,9.98,1.01,0.1015,1694649600,1.7358999,7.52,17.103449,289607,289607,229961,189740,189740,9.83,9.92,800,2900,927590464,9.27,11.46,9.416134,10.082,10.3612,0.503,0.05024975,USD,1548149120,0.56233,93507104,17941,9015,1690761600,1693440000,0.0002,0.0,0.37358,0.07,0.0002,93507104,11.185,0.8869021,1672444800,1703980800,1688083200,55395876,0.58,15.716,-0.057034194,0.14113986,0.084,1694649600,NYQ,EQUITY,BTZ,BTZ,BlackRock Credit Allocation Inc,BlackRock Credit Allocation Income Trust,1166797800,America/New_York,EDT,77073ac7-cb79-3390-bb2b-1bf4cea2463b,finmb_30838318,-14400000,9.92,none,553256,0.006,621111872,0.03,0.153,98510760,59.237,0.995,0.030840002,0.051880002,93011243,193551104,21558888,0.12,1.0,0.0,0.89175004,USD,
