,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Mr. Emanuele A. Lauro', 'age': 43, 'title': 'Founder, Chairman & CEO', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
1,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Mr. Robert L. Bugbee', 'age': 62, 'title': 'Pres & Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
2,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Mr. Brian M. Lee', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
3,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Mr. Cameron  Mackey', 'age': 54, 'title': 'COO & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
4,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Mr. Christopher  Avella', 'age': 43, 'title': 'Chief Accounting Officer & Controller', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
5,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'James  Doyle', 'title': 'Head of Corp. Devel. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
6,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Ms. Sujata Parekh Kumar', 'age': 63, 'title': 'MD & Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
7,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Ms. Auste  Vizbaraite', 'age': 32, 'title': 'Sec.', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
8,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Mr. Lars Dencker Nielsen', 'title': 'Commercial Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
9,Le Millenium,"9, Boulevard Charles III",Monaco,98000,Monaco,377 9798 5716,https://www.scorpiotankers.com,Oil & Gas Midstream,Energy,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 23, 2023, its fleet consisted of 113 owned, finance leased, or bareboat chartered-in tankers, including 39 LR2, 60 MR, and 14 Handymax with a weighted average age of approximately 7.2 years. The company was incorporated in 2009 and is headquartered in Monaco.",24,"{'maxAge': 1, 'name': 'Mr. David Rodney Morant', 'title': 'Managing Director - Scorpio UK', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,52.88,52.77,52.395,53.26,52.88,52.77,52.395,53.26,1.0,0.0191,1691971200,0.0458,1.94,0.411479,3.6962652,5.7259827,1446600,1446600,1080933,1090320,1090320,52.25,52.45,800,900,2806783232,38.05,64.2,1.6534971,48.1864,51.1673,0.65,0.012291981,USD,4214260992,0.5044,42249931,53513500,3311318,2441814,1690761600,1693440000,0.0619,0.12470999,0.70541,2.91,0.065799996,46.814,1.1203914,1672444800,1703980800,1688083200,-0.307,856206016,14.19,9.16,-0.12,1:10,1547769600,2.483,3.683,NYQ,EQUITY,STNG,STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc.,1270042200,America/New_York,EDT,-14400000,52.45,85.0,53.0,71.58,73.5,1.6,buy,12,313923008,6.062,1144214016,1811921024,1.118,1.213,1697483008,74.737,30.77,0.14019,0.39229,1146450000,837319616,1130880000,-0.238,-0.187,0.76983,0.67406,0.59002,USD,
