,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. Aaron P. Jagdfeld', 'age': 50, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1057478, 'exercisedValue': 16507462, 'unexercisedValue': 31434698}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
1,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. York A. Ragen', 'age': 51, 'title': 'CFO & Chief Accounting Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 527816, 'exercisedValue': 0, 'unexercisedValue': 7800856}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
2,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. Patrick John Forsythe', 'age': 54, 'title': 'Chief Technical Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 436383, 'exercisedValue': 0, 'unexercisedValue': 3090136}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
3,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. Erik  Wilde', 'age': 47, 'title': 'Exec. VP of Industrial Americas', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 533495, 'exercisedValue': 0, 'unexercisedValue': 452370}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
4,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. Norman P. Taffe', 'age': 56, 'title': 'Pres of Energy Technology', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 426376, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
5,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. Tim  Dickson', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
6,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. Michael W. Harris CPA', 'title': 'VP of Corp. Devel. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
7,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Mr. Rajendra Kumar Kanuru', 'age': 51, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
8,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Ms. Amanda  Teder', 'title': 'Exec. VP of Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
9,S45 W29290 Highway 59,Waukesha,WI,53189,United States,262 544 4811,https://www.generac.com,Specialty Industrial Machinery,Industrials,"Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",9160,"{'maxAge': 1, 'name': 'Ms. Rhonda  Matschke', 'title': 'Exec. VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,6,10,8,1693526400,1672444800,86400,2,111.92,111.18,109.94,112.03,111.92,111.18,109.94,112.03,1370822400,0.0,1.275933,47.72222,15.131435,1183760,1183760,1621845,1155780,1155780,111.05,112.46,800,1100,6950630912,86.29,201.19,1.7265131,125.7462,115.77745,0.0,0.0,USD,8521371136,0.046430003,61161423,62242600,4271632,4428384,1690761600,1693440000,0.0686,0.016280001,0.90533996,2.16,0.0787,38.871,2.8728359,1672444800,1703980800,1688083200,-0.711,152432992,2.34,7.38,-14.47,1:3,1265760000,2.117,17.509,NYQ,EQUITY,GNRC,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,1265898600,America/New_York,EDT,-14400000,111.67,179.0,75.0,142.0,147.0,2.3,buy,22,192768000,3.097,486676000,1739788032,0.783,2.426,4025819904,71.672,64.791,0.03785,0.07871,1522004000,-52671000,109411000,-0.683,-0.225,0.32419997,0.12089,0.081199996,USD,1.5102
