,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. David Jonathan Kassie', 'age': 66, 'title': 'Exec. Chairman', 'yearBorn': 1956, 'fiscalYear': 2023, 'totalPay': 1000000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
1,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. Daniel Joseph Daviau', 'age': 58, 'title': 'CEO, Pres & Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4212022, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
2,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. Donald Duncan MacFayden', 'age': 67, 'title': 'Exec. VP & CFO', 'yearBorn': 1955, 'fiscalYear': 2023, 'totalPay': 1444600, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
3,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. Jeffrey  Barlow CFA', 'title': 'CEO of Canaccord Genuity LLC (US)', 'fiscalYear': 2023, 'totalPay': 2905349, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
4,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. Stuart R. Raftus', 'age': 61, 'title': 'Chief Exec. Officer of Canaccord Genuity Corp. (Canada)', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 3012022, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
5,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. Marcus  Geoffrey John Freeman', 'title': 'Chief Exec. Officer of Canaccord Genuity Group (Asia-Pacific)', 'fiscalYear': 2023, 'totalPay': 3411903, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
6,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. Michel  Perera', 'title': 'Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
7,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. Edward Raye Hirst', 'title': 'Managing Director Investment Banking', 'fiscalYear': 2015, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
8,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Mr. George Henry Miller Garnett', 'age': 33, 'title': 'Director of Corp. Fin.', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
9,Pacific Centre,609 Granville Street Suite 2200 P.O. Box 10337,Vancouver,BC,V7Y 1H2,Canada,https://www.canaccordgenuity.com,Capital Markets,Financial Services,"Canaccord Genuity Group Inc., a full-service financial services company, provides investment products, and investment banking and brokerage services to institutional, corporate, and private clients. It operates in two segments, Canaccord Genuity Capital Markets and Canaccord Genuity Wealth Management. The Canaccord Genuity Capital Markets segment offers investment banking, advisory, research, merger and acquisition, sales, and trading services. The Canaccord Genuity Wealth Management segment provides wealth management solutions, and brokerage and financial planning services to individual investors, private clients, charities, and intermediaries. The company operates in North America, the United Kingdom, Europe, Asia, Australia, and the Middle East. Canaccord Genuity Group Inc. was founded in 1950 and is headquartered in Vancouver, Canada.",2830,"{'maxAge': 1, 'name': 'Ms. Fera  Jeraj', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,2,2,3,1693526400,1703980800,86400,2,8.42,8.42,8.42,8.7,8.42,8.42,8.42,8.7,0.34,0.0396,1693440000,2.37,1.573676,7.738739,222263,222263,194388,106650,106650,8.58,8.6,855897280,6.24,11.8,0.5837023,8.3818,9.55345,0.34,0.040380046,CAD,764838272,-0.0617,78084718,99638800,92446,148782,1690761600,1693440000,0.00090000004,0.08979999,0.11675999,0.53,8.62,0.99651974,1680220800,1711843200,1688083200,-101876000,-1.19,1.11,0.95,0.522,TOR,EQUITY,CF.TO,CF.TO,CANACCORD GENUITY GROUP INC,Canaccord Genuity Group Inc.,1142001000,America/Toronto,EDT,-14400000,8.59,11.0,10.0,10.56,10.63,1.7,buy,4,1076135936,11.61,492470016,1.137,1.23,1466324992,36.444,16.8,-0.00931,-0.03759,-266843008,0.034,0.87584,0.0,0.05455,CAD,
