,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Ms. Robin Ann Stelmach', 'age': 61, 'title': 'Other Professional', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
1,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. J. Kevin Connaughton', 'age': 58, 'title': 'Chief Financial Officer and Sr. VP', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
2,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Michael G. Clarke', 'age': 53, 'title': 'Chief Accounting Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
3,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. James Richard Bordewick Jr., Esq.', 'age': 63, 'title': 'Chief Legal Officer and Sr. VP', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
4,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Barry S. Vallan', 'age': 53, 'title': 'Controller', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
5,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Stephen T. Welsh', 'age': 65, 'title': 'VP', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
6,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Frank L. Tarantino', 'age': 78, 'title': 'Independent Sr. Officer', 'yearBorn': 1944, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
7,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Richard S. Weitzel', 'age': 52, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
8,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Brian E. Langenfeld', 'age': 49, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
9,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS Investment Grade Municipal is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Investment Grade Municipal Trust was founded in May 16, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Ms. Susan A. Pereira', 'age': 51, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.5,7.55,7.43,7.55,7.5,7.55,7.43,7.55,0.28,0.0382,1694476800,4.65,0.475103,8454,8454,15085,18270,18270,3.0,7.57,1300,800,67689080,6.48,7.76,12.824118,7.4378,7.3406,0.305,0.040666666,USD,116444504,-0.69405997,9110240,37561,36016,1690761600,1693440000,0.0041,0.0,0.30223,2.51,8.465,0.8777318,1669766400,1701302400,1685491200,-3663436,-0.41,22.061,NYQ,EQUITY,CXH,CXH,MFS Investment Grade Municipal ,MFS Investment Grade Municipal Trust,611587800,America/New_York,EDT,-14400000,7.43,none,48755384,1.408,1.408,5278264,63.223,0.579,0.0202,-0.0456,5095067,2110529,-112605,0.071,1.0,0.0,0.81287,USD,
