,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. H. Eric Bolton Jr.', 'age': 65, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 4245544, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
1,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. Albert M. Campbell III', 'age': 55, 'title': 'Exec. VP & CFO', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1901149, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
2,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. Adrian Bradley Hill', 'age': 45, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1265588, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
3,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. Robert J. DelPriore Esq., J.D.', 'age': 53, 'title': 'Exec. VP, Chief Admin. Officer & Gen. Counsel', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1890473, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
4,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. A. Clay Holder', 'age': 45, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
5,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. Joseph P. Fracchia CPA', 'title': 'Exec. VP, Chief Technology & Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
6,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Ms. Jennifer  Patrick', 'title': 'Investor Relations Contact', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
7,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Ms. Leslie Bratten Cantrell Wolfgang', 'title': 'Sr. VP, Chief Ethics & Compliance Officer and Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
8,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. Warren  Davis', 'title': 'Sr. VP of Revenue, Sales & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
9,6815 Poplar Avenue,Suite 500,Germantown,TN,38138-3606,United States,901 682 6600,901 682 6667,https://www.maac.com,REIT—Residential,REIT—Residential,Real Estate,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities primarily in the Southeast, Southwest and Mid-Atlantic regions of the United States. As of June 30, 2023, MAA had ownership interest in 101,986 apartment units, including communities currently in development, across 16 states and the District of Columbia.",2387,"{'maxAge': 1, 'name': 'Mr. David C. Ward CPA, CPA', 'age': 63, 'title': 'Exec. VP & Director of Devel.', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,1,1,2,1693526400,1672444800,86400,2,137.97,137.47,137.21,138.69,137.97,137.47,137.21,138.69,5.6,0.040599998,1697068800,1.0352,2.97,0.751383,26.953125,29.48718,950702,950702,569537,614100,614100,136.05,139.83,1000,800,16536815616,135.5,176.36,7.8264966,146.4564,152.9992,5.3,0.03841415,USD,20560123904,0.28280002,115814723,116677000,2799209,2844762,1690761600,1693440000,0.024,0.00658,0.98355,5.45,0.029000001,119832000,52.813,2.612993,1672444800,1703980800,1688083200,-0.309,593513984,5.12,4.68,4.23,9.731,16.579,-0.16424417,0.14113986,1.4,1689206400,NYQ,EQUITY,MAA,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",759767400,America/New_York,EDT,cc2464bb-73dc-32d9-ae28-eecc01e27c56,finmb_332358,-14400000,138.0,190.0,137.0,165.47,163.0,2.8,hold,18,150155008,1.287,1240103936,4424393216,0.159,0.197,2112926976,69.675,18.232,0.03785,0.098079994,1230709000,1114273792,1148654976,-0.317,0.081,0.61331004,0.58691,0.32493,USD,
