,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Michael P. Connors', 'age': 67, 'title': 'Chairman & CEO', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 2775136, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
1,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Todd D. Lavieri', 'age': 60, 'title': 'Vice Chairman & Pres of ISG Americas and Asia Pacific', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1399253, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
2,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Michael A. Sherrick', 'title': 'CFO & Exec. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
3,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Richard L. Fogel', 'title': 'VP of Law & Americas Gen. Councel', 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
4,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Tom  Werner', 'title': 'Sales Director', 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
5,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Thomas S. Kucinski', 'age': 58, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1964, 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
6,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Steven E. Hall', 'title': 'Pres of ISG EMEA & Partner of Digital Advisory Services', 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
7,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Lyonel  Roüast', 'title': 'Partner and Pres of ISG South Europe, Middle East & Africa', 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
8,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Chip  Wagner', 'title': 'Chief Exec. Officer of ISG Automation', 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
9,2187 Atlantic Street,Stamford,CT,06902,United States,203 517 3100,https://www.isg-one.com,Information Technology Services,Technology,"Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",1600,"{'maxAge': 1, 'name': 'Mr. Todd  Dreger', 'title': 'Partner & Pres of ISG GovernX®', 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,7,4,5,1693526400,1672444800,86400,4,4.66,4.65,4.59,4.6738,4.66,4.65,4.59,4.6738,0.18,0.038599998,1693872000,0.5156,0.870331,14.375,9.387754,249188,249188,150159,145920,145920,4.56,4.63,800,800,223365408,4.15,5.87,0.7543632,5.0936,5.1056,0.165,0.03540773,USD,287044416,0.0529,35270854,48557700,275368,280292,1690761600,1693440000,0.0057,0.28307,0.7486,1.95,0.007900001,2.134,2.1555762,1672444800,1703980800,1688083200,-0.529,15663000,0.32,0.49,1.04,0.969,8.767,NGM,EQUITY,III,III,"Information Services Group, Inc","Information Services Group, Inc.",1171290600,America/New_York,EDT,-14400000,4.6,11.0,7.0,9.16,9.32,1.3,strong_buy,4,19568000,0.403,32742000,83247000,2.705,2.856,296097984,80.462,6.139,0.07281,0.15849,116617000,184500,5657000,-0.519,0.055,0.39431998,0.11058,0.09049,USD,0.6133
