,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Mr. Daniel  Tassé', 'age': 62, 'title': 'CEO & Director', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1213805, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
1,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Mr. Sébastien  Robitaille', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 335165, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
2,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Dr. Pharis  Mohideen', 'age': 57, 'title': 'Chief Medical Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 725120, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
3,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Mr. Pascal  Wotling', 'title': 'Chief Technical Operations Officer & Chief Quality Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
4,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Ms. Michele F. Robertson', 'title': 'Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
5,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Joseph  Becker', 'title': 'VP of Global Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
6,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Ms. Caroline  Daniere', 'age': 47, 'title': 'Chief HR Officer & Chief of Staff', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
7,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Dr. Wence  Agbotounou', 'title': 'Chief Clinical Trial Officer & Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
8,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Mr. Edward P. Jordan M.B.A.', 'age': 54, 'title': 'Sr. VP of Commercial Operations North America', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
9,177-181 Avenue Pierre Brossolette,Montrouge,92120,France,33 1 55 42 78 78,33 1 43 26 10 83,https://www.dbv-technologies.com,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its lead product candidate is Viaskin Peanut, an immunotherapy product, which has completed Phase III clinical trial for the treatment of peanut allergies. The company is also developing Viaskin Milk that is in Phase I/II clinical trial for the treatment of immunoglobulin E (IgE) mediated cow's milk protein allergy (CMPA) and eosinophilic esophagitis. Its other earlier stage research programs include a vaccine for the respiratory syncytial virus, as well as treatments for Crohn's disease, celiac disease, and type I diabetes. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",88,"{'maxAge': 1, 'name': 'Alan  Kerr', 'title': 'Sr. VP & Head of Global Regulatory Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,10,1,9,1693526400,1672444800,86400,4,1.49,1.48,1.4,1.4938,1.49,1.48,1.4,1.4938,0.0,1.169669,-1.6067415,97338,97338,139987,79580,79580,1.38,1.48,800,1100,299503488,1.08,2.37,57.026558,1.589,1.599025,0.0,0.0,USD,114550928,0.0,66892050,192202000,1180960,1163589,1690761600,1693440000,0.0061000003,0.0019699999,0.22466,14.96,0.8545,1.6734933,1672444800,1703980800,1688083200,-101332000,-0.52,-0.89,-0.07,21.811,-1.273,NMS,EQUITY,DBVT,DBVT,DBV Technologies S.A.,DBV Technologies S.A.,1413984600,America/New_York,EDT,-14400000,1.43,9.91,1.29,5.05,3.97,2.7,hold,3,173960992,0.905,-89996000,2131000,5.725,5.859,5252000,1.297,0.028,-0.25441998,-0.49593,4844000,-52741752,-90327000,0.496,1.0,0.0,-19.47411,USD,
