,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Jennifer  Daly', 'age': 52, 'title': 'CEO & Exec. Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1462000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
1,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Christopher  Carney', 'age': 48, 'title': 'Group Fin. Director & Exec. Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1161000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
2,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Muhammed Ishaq Kayani', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
3,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Trish  Henderson', 'title': 'Sales & Marketing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
4,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Anne  Billson-Ross', 'age': 53, 'title': 'Group HR Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
5,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Lee  Bishop', 'title': 'Group MD of Strategic Land and Interim Divisional Chair, North West & Yorkshire', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
6,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Nigel  Holland', 'title': 'Divisional Chair of Central, South West & Spain', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
7,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Ingrid  Osborne', 'title': 'Divisional Chairman of London & South East', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
8,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ian  Drummond', 'title': 'Divisional Chair of Scotland, North East & North Yorkshire', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
9,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Shaun  White', 'title': 'Divisional Chair of Midlands and Wales', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,118.2,119.7,118.45,121.9,118.2,119.7,118.45,121.9,0.1,0.0806,1697068800,0.5949,1.756006,742.50006,12.857143,29417878,29417878,15271026,10680700,10680700,104.0,125.0,0,0,4196562688,80.641,132.075,1.0543598,113.455,114.55365,0.096,0.0008121828,GBp,3565114368,0.14034,3492488648,3532460032,0.00911,0.68847,1.278,92.95775,1672444800,1703980800,1688256000,-0.326,558600000,0.16,9.24,-0.88,2:1,614217600,0.896,4.826,LSE,EQUITY,TW.L,TW.L,TAYLOR WIMPEY PLC ORD 1P,Taylor Wimpey plc,583743600,Europe/London,BST,3600000,118.8,157.0,115.0,132.94,130.0,2.3,buy,17,740400000,0.21,738700032,113300000,0.737,5.042,3980199936,2.513,1.128,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
