,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Philipp  Rickenbacher', 'age': 51, 'title': 'CEO & Member of Exec. Board', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 6725829, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
1,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Ms. Evangelia  Kostakis', 'age': 46, 'title': 'CFO & Member of the Exec. Board', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
2,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Nic  Dreckmann', 'age': 48, 'title': 'COO, Head of Intermediaries & Member of Exec. Board', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
3,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Oliver  Bartholet', 'age': 56, 'title': 'Chief Risk Officer & Member of Exec. Board', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
4,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Kong Eng Lee', 'age': 60, 'title': 'Member of the Exec. Board & Head of Asia Pacific', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
5,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Yves  Robert-Charrue', 'age': 49, 'title': 'Head of Switzerland, Europe, Middle East & Africa and Member of Exec. Board', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
6,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Yves Henri Bonzon', 'age': 57, 'title': 'Co-Head of IWMS, Chief Investment Officer & Member of Exec. Board', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
7,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Nicolas  de Skowronski', 'age': 49, 'title': 'Co-Head of IWMS, Head Wealth Management Solutions & Member of Exec. Board', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
8,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Mr. Luigi  Vignola', 'age': 52, 'title': 'Head of Markets & Member of Exec. Board', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
9,Bahnhofstrasse 36,Zurich,8010,Switzerland,41 58 888 1111,41 58 888 5517,https://www.juliusbaer.com,Asset Management,Financial Services,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally. The company offers investment advisory mandates, discretionary mandates, securities execution and advisory, foreign exchange and precious metals, structured products, family office services, pension, asset servicing, real estate advisory and financing, wealth planning, structured Lombard and equity, and private debt solutions. It also operates an open product and service platform. Julius Bär Gruppe AG was founded in 1890 and is headquartered in Zurich, Switzerland.",6891,"{'maxAge': 1, 'name': 'Ms. Beatriz  Sanchez', 'age': 66, 'title': 'Head of Americas & Member of Exec. Board', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,1,1,2,1693526400,1672444800,86400,2,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,2.9,0.0433,1681689600,0.52099997,1.477477,11.998207,4,4,396,30,30,0.0,0.0,0,0,13736062976,44.19,72.5,3.418802,67.0914,65.3525,2.6,0.03883495,USD,2590981632,0.25656,204813775,204530000,0.0052,0.66137004,30.359,2.2052767,1672444800,1703980800,1688083200,0.18,1030800000,5.58,0.645,PNK,EQUITY,JBARF,JBARF,JULIUS BAER GRUPPE AG,Julius Bär Gruppe AG,1329921000,America/New_York,EDT,-14400000,66.95,none,33079599104,160.674,21884899328,4017799936,19.473,0.00954,0.16697,3853400000,-4152199936,0.202,0.088,0.0,0.0,0.35139,CHF,
