,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Dr. Andreas  Brandstetter', 'age': 53, 'title': 'Chairman of the Management Board, CEO & CIO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1425000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
1,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Magistrate Kurt  Svoboda', 'age': 55, 'title': 'Member of the Management Board, CFO & Chief Risk Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1218000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
2,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Dr. Wolfgang  Kindl Ph.D.', 'age': 56, 'title': 'Member of the Management Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1114000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
3,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Dr. Erik  Leyers', 'age': 53, 'title': 'Member of the Management Board, Head of Data & IT and COO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1111000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
4,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Dr. Peter  Eichler', 'age': 61, 'title': 'Member of the Management Board', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1006000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
5,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Magistrate Wolf-Christoph  Gerlach', 'age': 43, 'title': 'Member of Management Board', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 887000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
6,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Engineer Rene  Knapp', 'age': 39, 'title': 'Member of Management Board', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 899000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
7,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Dr. Peter  Humer', 'age': 51, 'title': 'Member of the Management Board', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1065000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
8,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Ms. Sabine  Pfeffer', 'age': 50, 'title': 'Member of Management Board', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
9,Untere Donaustrasse 21,Vienna,1029,Austria,43 1 21175 3773,43 4 35067 7676,https://www.uniqagroup.com,Insurance—Diversified,Financial Services,"UNIQA Insurance Group AG operates as an insurance company in Austria, and Central and Eastern Europe. The company operates through UNIQA Austria, UNIQA International, and Reinsurance segments. Its product portfolio includes life, health, property and casualty, fire and business interruption, household and other property, liability, legal expense, motor TPL and other motor, and other insurance products, as well as marine, aviation, and transport insurance products. The company also engages in reinsurance business. It offers its products and services through various distribution channels, including sales force, general agencies, brokers, banks, and direct sales. The company was formerly known as UNIQA Versicherungen AG and changed its name to UNIQA Insurance Group AG in July 2013. UNIQA Insurance Group AG was founded in 1811 and is based in Vienna, Austria.",14570,"{'maxAge': 1, 'name': 'Mr. Michael  Oplustil', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,8,6,6,1693526400,1672444800,86400,2,7.55,7.55,7.48,7.59,7.55,7.55,7.48,7.59,0.55,0.0728,1686787200,0.35950002,5.25,0.903903,4.915033,8.086021,272521,272521,138343,110015,110015,8.29,6.79,48600,480600,2308376832,5.9,8.37,0.31061405,7.411,7.64395,0.55,0.07284768,EUR,-160321232,0.06292,130880778,306964992,0.632,0.06503,7.256,1.0363836,1672444800,1703980800,1688083200,467608000,1.53,0.93,8:1,968371200,-0.022,-0.224,VIE,EQUITY,UQA.VI,UQA.VI,UNIQA Insurance Group AG,UNIQA Insurance Group AG,946886100,Europe/Amsterdam,CEST,7200000,7.52,8.5,8.0,8.17,8.0,1.7,buy,3,4267699968,13.903,714328000,1779000064,184.513,207.106,7431655936,79.165,24.21,0.01361,0.22517,1691876000,-2255877376,366076000,0.124,0.25057,0.09612001,0.082320005,EUR,
