,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. Shankh S. Mitra', 'age': 41, 'title': 'CEO & Director', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 3812686, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
1,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. Timothy G. McHugh', 'age': 37, 'title': 'Exec. VP & CFO', 'yearBorn': 1985, 'fiscalYear': 2022, 'totalPay': 1858326, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
2,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. John F. Burkart', 'age': 58, 'title': 'Exec. VP & COO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1637350, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
3,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. Matthew Grant McQueen J.D.', 'age': 49, 'title': 'Exec. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1248839, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
4,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Ms. Ayesha M. Menon', 'age': 40, 'title': 'Exec. VP of Wellness Housing & Devel.', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 1206198, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
5,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. Nikhil  Chaudhri', 'title': 'Exec. VP & Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
6,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. Joshua T. Fieweger', 'age': 41, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
7,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. Krishna  Soma', 'title': 'Sr. VP of Corp. Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
8,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Jack  Rahner', 'title': 'Sr. VP of Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
9,4500 Dorr Street,Toledo,OH,43615-4040,United States,419 247 2800,419 247 2826,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,"Welltower Inc. (NYSE:WELL), a real estate investment trust (""REIT"") and S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. Welltower invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. Welltower, owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",514,"{'maxAge': 1, 'name': 'Mr. John  Olympitis', 'title': 'Sr. VP & Head of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,10,8,9,1693526400,1672444800,86400,2,79.38,79.46,78.54,79.46,79.38,79.46,78.54,79.46,2.25,0.028299998,1691971200,9.384601,3.99,1.048409,315.44,70.41071,62,62,7,0,0,78.9,79.24,4700,4600,40906969088,57.74,79.46,6.622432,75.07,69.89435,2.44,0.030738223,EUR,56370098176,0.01914,518199974,518728992,0.00058,0.98845,41.728,1.8898581,1672444800,1703980800,1688083200,0.148,118218000,0.25,1.12,10.71,9.126,23.982,FRA,EQUITY,HCW.F,HCW.F,WELLTOWER INC.  DL 1,Welltower Inc.,1194246000,Europe/Berlin,CEST,7200000,78.86,102.0,68.0,91.5,94.0,2.1,buy,20,2203788032,4.248,2350471936,16408497152,1.694,2.28,6177031168,73.935,12.748,0.0152900005,0.00638,2304610000,1487853440,1401680000,0.041,0.169,0.40140998,0.38052,0.1518,USD,1.5513
