,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Mr. Jin  Liu', 'age': 55, 'title': 'Pres & Exec. Vice Chairman', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 119141, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
1,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Ms. Qian  Meng', 'age': 57, 'title': 'Chief Information Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 102419, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
2,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Mr. Jiandong  Liu', 'age': 53, 'title': 'Chief Risk Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 174211, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
3,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Mr. Jingzhen  Lin', 'age': 57, 'title': 'Exec. VP & Exec. Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 109193, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
4,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Mr. Chengwen  Zhuo', 'age': 52, 'title': 'Chief Audit Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 174211, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
5,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Ms. Rong  Zhao', 'age': 51, 'title': 'Chief Bus. & Management Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
6,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Mr. Haijiao  Ge', 'age': 51, 'title': 'Exec. Chairman', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
7,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Jianguang  Wu', 'title': 'Gen. Mang. of Financial Management Department', 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
8,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Mr. Bing  Zhou', 'title': 'Chief Accounting Mang. of Fin. Department', 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
9,No. 1 Fuxingmen Nei Dajie,Xicheng District,Beijing,100818,China,86 10 6659 6688,86 10 6601 6871,https://www.boc.cn,Banks—Diversified,Financial Services,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services in Chinese Mainland, Hong Kong, Macao, Taiwan, and internationally. It operates through Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other segments. The Corporate Banking segment provides current accounts, deposits, overdrafts, loans, payments and settlements, trade-related products, and other credit facilities, as well as foreign currency, derivative, and wealth management products for corporate customers, government authorities, and financial institutions. The Personal Banking segment offers savings deposits, personal loans, credit cards and debit cards, payments and settlements, wealth management, and funds and insurance agency services to retail customers. The Treasury Operations segment offers foreign exchange transactions, customer-based interest rate, and foreign exchange derivative transactions, as well as money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment provides debt and equity underwriting and financial advisory, sale and trading of securities, stock brokerage, investment research, asset management services, and private equity investment services. The Insurance segment provides underwriting services for general and life insurance business, and insurance agency services. In addition, the company operates debt-to-equity swaps and other supporting, and aircraft and financial leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",304245,"{'maxAge': 1, 'name': 'Mr. Zhe  Yang', 'title': 'IR Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,9,2,8,1693526400,1672444800,86400,2,8.6,8.65,8.62,8.657,8.6,8.65,8.62,8.657,0.8,0.0936,1688515200,0.3199,7.77,0.412912,3.454,14.887932,66066,66066,94985,91810,91810,0.0,0.0,0,0,137530523648,7.98,10.87,0.25757962,8.6736,9.3379,0.232,0.026976742,USD,2649741328384,0.42771,4221874192,11775500288,0.0,8.0000005e-05,179.7,0.04805231,1672444800,1703980800,1688083200,0.01,212345995264,2.5,0.58,4.963,PNK,EQUITY,BACHY,BACHY,BANK OF CHINA LTD UNSP ADR EACH,Bank of China Limited,1262097000,America/New_York,EDT,-14400000,8.635,none,2813686972416,238.944,5096310046720,533934014464,45.35,0.008169999,0.094639994,-2099935051776,-0.022,-0.011,0.0,0.0,0.5398,CNY,0.7848
