,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Ms. Alison Jane Henriksen ACA', 'age': 55, 'title': 'CFO & Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 647000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
1,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Stephen David Wilson', 'age': 63, 'title': 'Exec. Director', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 880000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
2,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Jorgen  Kokke', 'age': 53, 'title': 'Chief Exec. Officer & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
3,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Dr. Matt  Culbertson', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
4,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Dr. Elena  Rice', 'title': 'Head of R&D and Chief Scientific Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
5,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Daniel William David Hartley', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
6,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Ms. Angelle R. Rosata', 'title': 'Group HR Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
7,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Jerry  Thompson', 'title': 'Chief Operating Officer of Genus ABS Beef', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
8,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Dr. Nate  Zwald', 'title': 'Chief Operating Officer of Genus ABS Dairy', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
9,Matrix House,Basing View,Basingstoke,RG21 4DZ,United Kingdom,44 1256 347 100,44 1256 477 385,https://www.genusplc.com,Biotechnology,Healthcare,"Genus plc operates as an animal genetics company in North America, Latin America, the United Kingdom, rest of Europe, the Middle East, Russia, Africa, and Asia. The company operates through three segments: Genus PIC, Genus ABS, and Genus Research and Development. It sells breeding pigs and semen to breed pigs with various characteristics for pork production under the PIC brand. The company also sells bull semen and embryos to breed calves with various characteristics for milk and beef production under the ABS, Genus, and Bovec brands. In addition, it offers technical services to farmers. The company was incorporated in 1994 and is based in Basingstoke, the United Kingdom.","{'maxAge': 1, 'name': 'Ms. Janet  Duane', 'title': 'Group Financial Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,1,1,1,1693526400,1672444800,86400,2,2176.0,2160.0,2148.0,2196.8,2176.0,2160.0,2148.0,2196.8,0.32,0.0147,1699488000,0.6337,0.95,0.414039,4304.0,20.180044,159502,159502,169481,307978,307978,2152.0,2162.0,0,0,1501895936,2050.0,3364.0,2.1776078,2331.84,2655.74,0.32,0.00014705882,GBp,1614990208,0.04828,65128097,66028100,0.0067000003,0.78562,8.767,245.46594,1688083200,1719705600,1688083200,-0.052,33300000,0.5,106.64,2.11,2.342,18.584,LSE,EQUITY,GNS.L,GNS.L,GENUS PLC ORD 10P,Genus plc,962866800,Europe/London,BST,3600000,2152.0,4500.0,2580.0,3432.83,3400.0,1.3,strong_buy,6,36300000,0.554,86900000,232100000,1.119,1.76,689699968,40.92,10.521,0.03746,0.05582,689700000,40525000,50400000,-0.056,0.087,1.0,0.126,0.08801,GBP,
