,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Mr. Salvatore A. Abbate', 'age': 53, 'title': 'CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 2804546, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
1,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Ms. Karen K. Renner', 'age': 60, 'title': 'Sr. VP & Chief Information Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 921459, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
2,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Ms. Susan B. Salyer', 'age': 51, 'title': 'Sr. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1038528, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
3,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Mr. Eric J. Guerin', 'age': 50, 'title': 'Sr. VP & CFO', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
4,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Mr. Michael D. Walkenhorst', 'age': 43, 'title': 'Sr. VP of Packaging & Global Operations', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
5,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Scott  Palfreeman CPA', 'title': 'VP of Fin. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
6,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Mr. Peter C. Troup', 'title': 'VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
7,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Mr. Daniel B. Calderwood', 'age': 41, 'title': 'Sr. VP of Facility Solutions, Digital & Marketing', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
8,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Ms. Stephanie E. Mayerle', 'age': 44, 'title': 'Sr. VP of Sales', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
9,Building 400,Suite 1700 1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 391 8200,https://www.veritivcorp.com,Conglomerates,Industrials,"Veritiv Corporation operates as a business-to-business provider of value-added packaging products and services, facility solutions, and print based products and services in the United States and internationally. It operates through Packaging, Facility Solutions, and Print segments. The Packaging segment provides packaging product materials within flexible, corrugated and fiber, ancillary packaging, rigid, and equipment categories. The Facility Solutions segment sources and sells cleaning, break-room, and other supplies in various product categories that include towels and tissues, food service, personal protective equipment, cleaning chemicals, and skincare, as well as re-merchandising, budgeting and compliance reporting, and inventory management services. The Print segment sells and distributes commercial printing, writing, copying, paper, and graphics products. This segment also provides print management, paper procurement, and supply chain management solutions. It serves manufacturing, food and beverage, wholesale and retail, healthcare, transportation, property management, higher education, entertainment and hospitality, commercial printing, and publishing sectors. The company was incorporated in 2013 and is headquartered in Atlanta, Georgia.",5000,"{'maxAge': 1, 'name': 'Mr. Dean A. Adelman', 'age': 57, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,3,1,1,1693526400,1672444800,86400,2,156.0,157.0,157.0,157.0,156.0,157.0,157.0,157.0,2.34,0.0149,1692144000,0.0851,2.165283,7.537206,20.522875,108,108,1,0,0,157.0,159.0,20000,20000,2145514880,94.5,158.0,0.33341336,139.86,120.92,2.52,0.016153846,EUR,2613119744,0.04782,9615847,13551100,0.040949997,1.0074099,64.949,2.4172814,1672444800,1703980800,1688083200,-0.224,307700000,20.83,7.65,-0.14,0.406,5.958,FRA,EQUITY,288.F,288.F,"VERITIV CORP.  DL-,01",Veritiv Corporation,1404194400,Europe/Berlin,CEST,7200000,157.0,98.0,98.0,98.0,98.0,1.0,strong_buy,1,43900000,3.24,438600000,529500000,1.268,2.198,6434999808,59.946,473.336,0.119799994,0.39266998,1620300000,316937504,355400000,-0.158,-0.2,0.23848,0.06816,0.0634,USD,
