,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Mr. Richard K. Skauge', 'age': 72, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 5510387, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
1,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Ms. Jennifer  Urscheler C.A., CPA', 'title': 'CFO & Controller', 'fiscalYear': 2022, 'totalPay': 226179, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
2,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Mr. Craig  Skauge', 'age': 41, 'title': 'Exec. VP & Non-Independent Director', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 2962534, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
3,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Ms. Andrea  Gillis', 'title': 'Exec. VP of Securities Investment Account Services', 'fiscalYear': 2022, 'totalPay': 786728, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
4,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Mr. Ryan  McKenna', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
5,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Mr. Jonathan Marvin Bahnuik LLB, MBA', 'title': 'Gen. Counsel & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
6,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Ms. Chioma  Ufodike CAMS, FCPA', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
7,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Mr. Neil Robert McCullagh', 'title': 'Exec. VP of Currency & Global Payments', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
8,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Mr. Stephen William Preston', 'title': 'Exec. VP of Exempt Edge', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
9,520 3rd Avenue SW,Suite 4000,Calgary,AB,T2P 0R3,Canada,403 261 0900,403 265 1455,https://www.olympiafinancial.com,Asset Management,Financial Services,"Olympia Financial Group Inc., through its subsidiary, Olympia Trust Company, operates as a non-deposit taking trust company in Canada. The company operates through Investment Account Services, Currency and Global Payments, Private Health Services Plan, Exempt Edge, and Corporate and Shareholder Services divisions. The Investment Account Services division acts as trustee and administrator for self-directed, non-registered, and registered investment plans, as well as tax free savings accounts. The Currency and Global Payments division offers spot trades, forward contracts, and put and call options to facilitate the exchange of currencies for sole proprietors to multi-national corporations. The Private Health Services Plan division markets, sells, and administers health and dental benefits to business owners and self-employed individuals. The Exempt Edge division engages in the development, marketing and licensing a suite of cloud-based software systems to issuers, exempt market dealers, investors, trust companies, and advisors. The Corporate and Shareholder Services division provides transfer agency and corporate trust services to public and private issuers. Olympia Financial Group Inc. was incorporated in 1994 and is headquartered in Calgary, Canada.",277,"{'maxAge': 1, 'name': 'Dr. Robin  Fry', 'title': 'Chief Exec. Officer of Olympia Benefits Inc', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,94.0,93.97,93.97,93.97,94.0,93.97,93.97,93.97,7.2,0.0766,1695081600,0.5123,5.63,0.488793,10.9906435,30.709152,359,359,1250,690,690,93.76,94.0,0,0,226123776,58.0,98.86,2.5444396,81.9838,78.21175,4.2,0.04468085,CAD,212267360,0.23155001,1574153,2406340,826,967,1690761600,1693440000,0.00029999999,0.34214002,0.00873,0.54,12.676,7.4132223,1672444800,1703980800,1688083200,1.395,20577700,8.55,3.06,2.389,7.518,TOR,EQUITY,OLY.TO,OLY.TO,OLYMPIA FINANCIAL GROUP INC,Olympia Financial Group Inc.,1202913000,America/Toronto,EDT,-14400000,93.97,none,20313304,8.442,28234888,6457264,1.881,2.012,88869776,21.17,36.932,0.34175998,0.81442,68234351,8814166,11458772,1.395,0.469,0.958,0.31771,0.30222,CAD,
