,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. Jason E. Fox', 'age': 49, 'title': 'CEO & Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 2926654, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
1,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. John J. Park', 'age': 58, 'title': 'Pres', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1980019, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
2,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Ms. Toni Ann Sanzone CPA', 'age': 45, 'title': 'MD & CFO', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1630199, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
3,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. Gino M. Sabatini', 'age': 53, 'title': 'MD & Head of Investments', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1891439, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
4,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. Brooks G. Gordon', 'age': 38, 'title': 'MD & Head of Asset Management', 'yearBorn': 1984, 'fiscalYear': 2022, 'totalPay': 1225019, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
5,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. John D. Miller', 'age': 77, 'title': 'Chief Investment Officer & MD', 'yearBorn': 1945, 'fiscalYear': 2014, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
6,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. Brian  Zander', 'title': 'Controller & Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
7,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Ms. Susan C Hyde', 'age': 53, 'title': 'Managing Director, Chief Admin. Officer, Chief Ethics Officer & Corp. Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
8,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. Peter  Sands', 'title': 'Exec. Director & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
9,One Manhattan West,"395 9th Avenue, 58th Floor",New York,NY,10001-2177,United States,(212) 492-1100,(212) 492-8922,https://www.wpcarey.com,REIT—Diversified,Real Estate,"Celebrating its 50th anniversary, W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $23 billion and a well-diversified portfolio of high-quality, operationally critical commercial real estate, which includes 1,475 net lease properties covering approximately 180 million square feet and a portfolio of 85 self-storage operating properties, as of June 30, 2023. With offices in New York, London, Amsterdam and Dallas, the company remains focused on investing primarily in single-tenant, industrial, warehouse and retail properties located in the U.S. and Northern and Western Europe, under long-term net leases with built-in rent escalations.",193,"{'maxAge': 1, 'name': 'Mr. Zachary  Pasanen', 'title': 'Managing Director of Investments - North America', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,1,3,1,1693526400,1672444800,86400,2,63.82,63.73,63.37,64.18,63.82,63.73,63.37,64.18,4.28,0.067,1687996800,1.1938,5.6,0.785615,17.949581,13.294605,1632059,1632059,1055808,984220,984220,63.81,64.42,800,900,13708378112,62.68,85.94,8.244178,66.6806,74.06185,4.262,0.06678157,USD,21972260864,0.45313,211412189,213926000,6035274,5677143,1689292800,1692057600,0.028199999,0.01112,0.65005,6.14,0.033099998,43.153,1.484949,1672444800,1703980800,1688083200,0.133,753465984,3.57,4.82,13.214,15.561,NYQ,EQUITY,WPC,WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,885393000,America/New_York,EDT,-14400000,64.08,82.0,67.0,74.6,75.5,2.7,hold,10,207946000,0.972,1411981056,8615924736,1.24,1.369,1662795008,93.176,7.921,0.02901,0.08915,1399892000,712832128,1087006976,0.018,0.298,0.93234,0.84916,0.48193002,USD,
