,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. P. Bradley Adams', 'age': 62, 'title': 'Chief Exec. Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
1,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Brian Alan Kessens C.F.A., CFA', 'age': 47, 'title': 'Pres', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
2,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Kenneth P. Malvey CFA', 'age': 57, 'title': 'Co-Founder, Managing Director and Portfolio Mang.', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
3,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. David John Schulte CFA, J.D.', 'age': 61, 'title': 'Co-Founder, MD & Portfolio Mang.', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
4,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Courtney  Gengler', 'age': 36, 'title': 'Principal Financial Officer & Treasurer', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
5,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Diane Marie Bono J.D.', 'age': 64, 'title': 'Chief Compliance Officer & Sec.', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
6,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Edward P. Russell', 'age': 58, 'title': 'Sr. Managing Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
7,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Michelle Ross Johnston C.F.A., CFA', 'title': 'Sr. MD & Chief Strategy Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
8,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Robert J. Thummel Jr.', 'age': 50, 'title': 'Pres of Tortoise Energy Independence Fund, Inc.', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
9,6363 College Boulevard,Suite 100A,Overland Park,KS,66211-1938,United States,913 981 1020,913 981 1021,https://closedendfunds.tortoiseadvisors.com/ttp/overview/,Asset Management,Financial Services,"Tortoise Pipeline & Energy Fund, Inc. is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors, LLC. It invests in public equity markets of North America. The fund invests in pipeline companies that engage in the business of transporting natural gas, natural gas liquids, crude oil, and refined petroleum products. It employs a fundamental analysis with a bottom up stock picking approach with focus on factors like comparison of quantitative, qualitative, and relative value factors to create its portfolio. Tortoise Pipeline & Energy Fund, Inc. was formed on July 19, 2011 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Matthew G.P. Sallee CFA', 'title': 'Pres of TYG & NTG', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,28.08,28.25,27.9803,28.25,28.08,28.25,27.9803,28.25,2.36,0.084300004,1692748800,10.63,1.994121,721,721,5385,9270,9270,26.81,29.35,2900,900,59216948,23.72,29.93,26.143887,28.4752,27.25655,2.36,0.08404558,USD,76642464,0.0,2116380,487,796,1690761600,1693440000,0.0002,0.00387,0.4053,0.08,0.00029999999,30.113,0.92917675,1669766400,1701302400,1685491200,-6986886,-3.18,1:4,1588291200,33.837,NYQ,EQUITY,TTP,TTP,Tortoise Pipeline & Energy Fund,"Tortoise Pipeline & Energy Fund, Inc.",1319722200,America/New_York,EDT,-14400000,27.9803,none,17425380,0.429,0.765,2265040,27.342,1.07,0.00775,-0.097600006,2274038,-26450,12226166,-0.007,1.0,0.0,0.49995,USD,
