,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Mr. Wai Yin  Chui', 'age': 46, 'title': 'CEO & Exec. Director of ESR-LOGOS Funds Management (S) Limited', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
1,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Mr. Kok Chew Meng  Don', 'title': 'Chief Financial Officer of ESR-LOGOS Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
2,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Ms. Nancy  Tan', 'age': 58, 'title': 'Head of Investment for ESR-LOGOS Funds Management (S) Limited', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
3,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Ms. Charlene-Jayne  Chang', 'title': 'Head of Capital Markets & Investor Relations for ESR-LOGOS Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
4,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Ms. York Ying  Loy', 'title': 'Head of Compliance & Risk Management for ESR-LOGOS Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
5,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Mr. Xiu Kai  Sua', 'title': 'Assistant Mang. of Corp. Communications for ESR-LOGOS Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
6,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Ms. Irene  Phua', 'title': 'Head of HR & Corp. Services of ESR-LOGOS Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
7,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Mr. Steven  Leow', 'title': 'Head of Property Services of ESR Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
8,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Ms. Kiah Ling  Lee', 'title': 'Deputy Chief Exec. Officer of ESR-LOGOS Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
9,5 Temasek Boulevard,#12-09 Suntec Tower Five,Singapore,038985,Singapore,65 6222 3339,65 6827 9339,https://www.esr-logosreit.com.sg,REIT—Industrial,Real Estate,"ESR-LOGOS REIT is a leading New Economy and future-ready Asia Pacific S-REIT. Listed on the Singapore Exchange Securities Trading Limited since 25 July 2006, ESR-LOGOS REIT invests in quality income-producing industrial properties in key gateway markets. As at 30 June 2023, ESR-LOGOS REIT holds interests in a diversified portfolio of logistics properties, high-specifications industrial properties, business parks and general industrial properties with total assets of approximately S$5.5 billion. Its portfolio comprises 81 properties (excluding 48 Pandan Road held through a joint venture) located across the developed markets of Singapore (60 assets), Australia (20 assets) and Japan (1 asset), with a total gross floor area of approximately 2.3 million sqm, as well as investments in three property funds in Australia. ESR-LOGOS REIT is also a constituent of the FTSE EPRA Nareit Global Real Estate Index. ESR-LOGOS REIT is managed by ESR-LOGOS Funds Management (S) Limited (the Manager) and sponsored by ESR Group Limited (ESR). The Manager is owned by ESR (99.0%) and Shanghai Summit Pte. Ltd. (1.0%), respectively.","{'maxAge': 1, 'name': 'Mr. Djing Tsai Chia', 'title': 'Head of Asset Management of ESR-LOGOS Funds Management (S) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.315,0.31,0.31,0.32,0.315,0.31,0.31,0.32,0.03,0.11,1690934400,6.5,0.96096,15.5,7936700,7936700,8587666,6310018,6310018,0.31,0.315,0,0,2382461696,0.3,0.405,6.007488,0.3249,0.33763528,0.029,0.09206349,SGD,4755178496,0.11497,5848387944,7685360128,0.062090002,0.36216,0.337,0.9198813,1672444800,1703980800,1688083200,28420000,-0.05,0.02,10.5,11.99,SES,EQUITY,J91U.SI,J91U.SI,ESR-LOGOS REIT,ESR-LOGOS REIT,1196298000,Asia/Singapore,SGT,28800000,0.31,0.4,0.31,0.37,0.38,2.0,buy,8,49570000,0.006,2426170112,0.1,0.598,396582016,84.045,0.057,0.02915,0.01827,228385000,-134512128,261751008,0.318,0.66321,0.0,0.64852,SGD,4.3545
