,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Jeffrey S. Edwards', 'age': 60, 'title': 'Chairman & CEO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 2017945, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
1,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Jonathan P. Banas', 'age': 51, 'title': 'Exec. VP & CFO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 867174, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
2,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Christopher E. Couch', 'age': 52, 'title': 'Sr. VP & Chief Technology Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 790864, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
3,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Patrick R. Clark', 'age': 49, 'title': 'Sr. VP & MD of Global Automotive', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1307998, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
4,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Ms. Amy  Kulikowski', 'age': 45, 'title': 'VP & Chief Accounting Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
5,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Roger S. Hendriksen', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
6,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Ms. MaryAnn Peterson Kanary', 'title': 'Sr. VP, Chief Legal Officer & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
7,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Larry E. Ott', 'age': 63, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1959, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
8,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Somasundhar  Venkatasubramanian', 'age': 52, 'title': 'Sr. VP & Chief Information Technology Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
9,40300 Traditions Drive,Northville,MI,48168,United States,248 596 5900,https://www.cooperstandard.com,Auto Parts,Consumer Cyclical,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., manufactures and sells sealing, fuel and brake delivery, and fluid transfer systems. The company offers sealing systems, including obstacle detection sensor systems, dynamic seals, FlushSeal systems, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, textured surfaces with cloth appearance, and frameless systems. It also provides fuel and brake delivery systems comprising chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. In addition, the company offers fluid transfer systems, such as heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, diesel particulate filter emission lines, secondary air hoses, degas tanks and deaerators, brake and clutch hoses, air intake and discharge systems, transmission oil cooling hoses, high temperature MLTs, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",23000,"{'maxAge': 1, 'name': 'Mr. Enrique  Nogueroles', 'title': 'VP & MD of Asia Pacific', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,4,4,1693526400,1672444800,86400,2,14.74,14.6,14.34,15.4,14.74,14.6,14.34,15.4,0.0,2.780428,-5.7660375,506114,506114,238695,231570,231570,15.38,15.4,900,1100,262777792,5.69,22.74,0.096869886,16.2798,13.3681,0.0,0.0,USD,1335597440,-0.10284001,15727095,17197500,941442,1085870,1690761600,1693440000,0.0547,0.02852,0.71532,4.98,0.070700005,-3.153,1672444800,1703980800,1688083200,-278972992,-16.76,-2.65,0.33,4:1,1194912000,0.492,11.703,NYQ,EQUITY,CPS,CPS,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,1274794200,America/New_York,EDT,-14400000,15.28,3.0,hold,73063000,4.248,114124000,1153357056,0.845,1.309,2712688128,157.251,-0.00018999999,-3.5170498,129791000,-50328752,-18765000,0.194,0.0783,0.042069998,-0.00022,USD,
