,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Rahul  Dhir', 'age': 56, 'title': 'CEO & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1419401, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
1,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Richard  Miller', 'age': 41, 'title': 'Group Financial Controller, CFO & Exec. Director', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
2,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Mark Stuart MacFarlane', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
3,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Brian  Williams', 'title': 'VP of Corp. Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
4,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Nicola  Rogers', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
5,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Gary  Thompson', 'title': 'Exec. VP of West Africa', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
6,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Ms. Claire Louise Hawkings B.Sc., M.B.A.', 'age': 53, 'title': 'Exec. VP of Organisation Strategy & Company Performance', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
7,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Ian  Cloke', 'age': 50, 'title': 'Exec. VP of Change', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
8,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Julia  Ross', 'title': 'Chief of Staff', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
9,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. George  Cazenove', 'title': 'Head of Corp. Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,2,35.06,35.0,34.26,35.8871,35.06,35.0,34.26,35.8871,1567036800,0.0,2.159159,184.0,7247174,7247174,5976130,7585811,7585811,25.0,35.22,0,0,539649536,21.818,49.48,0.31717968,35.0484,32.3073,0.0,0.0,GBp,3286725632,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.08,0.19,-0.25,100:1,738892800,1.932,2.775,LSE,EQUITY,TLW.L,TLW.L,TULLOW OIL PLC ORD 10P,Tullow Oil plc,607158000,Europe/London,BST,3600000,34.96,1.01,0.25,0.57,0.48,2.5,buy,10,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
