,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Mr. Debadatta  Chand', 'age': 51, 'title': 'MD, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 4290766, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
1,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Mr. Joydeep Dutta Roy', 'age': 50, 'title': ""Exec. Director & Chief GM of MD's Office, Subsidiaries and Joint Ventures"", 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 3656842, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
2,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Mr. Ajay Kumar Khurana', 'age': 58, 'title': 'Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4321279, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
3,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Mr. Lalit  Tyagi', 'age': 51, 'title': 'Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 3300789, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
4,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Mr. Ian Gerard De Souza', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
5,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Mr. Elango  Balasubramaniam', 'title': 'Chief Group Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
6,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Phiroza  Choksi', 'title': 'Head of PR & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
7,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Ms. Nikita  Raut', 'title': 'Chief Mang. of HR & Head of Mumbai Academy', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
8,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Mr. Kuku Ram Kanojia', 'title': 'Chief Returning Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
9,Baroda Bhavan,7th Floor R C Dutt Road Alkapuri,Vadodara,390007,India,91 26 5231 6792,https://www.bankofbaroda.in,Banks—Regional,Financial Services,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings and current accounts; term, fixed and recurring deposits; and NRI deposit products. The company also provides loans, such as home, education, vehicle, gold, mudra, personal, and mortgage loans, as well as loans against securities and public issues/IPO; professional, composite, bridge, FCNR, and short and medium-term corporate loans, as well as loans for micro, small, and medium enterprises; working capital finance, term finance, commercial vehicle finance, export finance, advances against shares, bill finance, lines of credit, loans against rent receivables, project finance, infrastructure finance, supply chain finance, loans for the takeover of accounts, foreign currency credit, and non-fund based services; and debit, prepaid, and credit cards. In addition, it offers loans and advances, and pensions and government schemes to customers; life insurance, general insurance, and health insurance products, as well as mutual funds; appraisal merchant banking, cash management, remittance, collection, e-stamping, ECS, hedging, FX retail, correspondent banking, treasury, investment, lockers, and capital market services; and ATM, mobile banking, internet banking, cash recycler, and e-lobby services. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",78122,"{'maxAge': 1, 'name': 'Ashutosh  Bajpai', 'title': 'Deputy GM & Branch Head', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,211.85,212.0,209.35,212.7,211.85,212.0,209.35,212.7,5.5,0.026400002,1688083200,0.1634,0.591755,6.262626,10.076482,738443,738443,903681,982952,982952,210.5,210.8,0,0,1090122678272,124.0,213.15,1.9635284,195.305,179.554,0.0,0.0,INR,1753602457600,0.31365,1860109097,5171359744,0.63971,0.20424,211.767,0.9954337,1680220800,1711843200,1688083200,1.29,174134034432,33.66,20.92,5:1,1421884800,3.159,BSE,EQUITY,BANKBARODA.BO,BANKBARODA.BO,BANK OF BARODA,Bank of Baroda Limited,971408700,Asia/Kolkata,IST,19800000,210.8,190.0,90.0,143.4,145.5,none,40,579381231616,112.048,1233028382720,555185602560,107.353,0.01214,0.17072001,1.29,0.446,0.0,0.0,0.43082002,INR,
