,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Mr. John Francis Barry III, J.D.', 'age': 70, 'title': 'Chairman & CEO', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
1,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Mr. Michael Grier Eliasek', 'age': 48, 'title': 'Pres, COO & Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
2,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Ms. Kristin Lea Van Dask CPA', 'age': 43, 'title': 'CFO, Treasurer, Sec. & Chief Compliance Officer', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
3,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Ms. Alexandra  Krasinets CPA', 'title': 'VP of Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
4,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Mr. Al  Faella', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
5,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Ms. Daria  Becker', 'title': 'Head of Admin.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
6,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Mr. Jonathan J. Li', 'title': 'Chief Compliance Officer and Deputy Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
7,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Ms. Trisha  Blackman', 'title': 'Sr. VP of Admin., Head of HR & Deputy Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
8,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Mr. Bart J. deBie J.D.', 'age': 49, 'title': 'Managing Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
9,10 East 40th Street,42nd Floor,New York,NY,10016,United States,212-448-0702,212-448-9652,https://www.prospectstreet.com/corporate-profile/,Asset Management,Financial Services,"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals.","{'maxAge': 1, 'name': 'Mr. David L. Belzer', 'age': 53, 'title': 'Managing Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.14,6.14,6.12,6.26,6.14,6.14,6.12,6.26,0.72,0.1173,1695686400,10.93,0.985131,7.716049,2195594,2195594,1383359,1475660,1475660,6.23,6.24,4000,21500,2547318784,5.92,7.83,2.9890635,6.2642,6.73955,0.72,0.11726385,USD,6414777856,-0.11927,407571008,13102625,8137669,1690761600,1693440000,0.0324,0.27438998,0.082329996,8.56,0.0446,9.239,0.6764801,1688083200,1719705600,1688083200,-172472992,-0.44,0.81,1.43,7.527,NMS,EQUITY,PSEC,PSEC,Prospect Capital Corporation,Prospect Capital Corporation,1090935000,America/New_York,EDT,-14400000,6.25,5.75,5.75,5.75,5.75,3.5,hold,1,90572000,0.222,2584847872,0.922,0.972,852212992,50.185,2.138,0.045819998,-0.02041,852213000,274376736,-220846000,0.2,1.0,0.0,0.66783,USD,
