,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Kevin David Strain C.A., CPA', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2005565, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
1,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Manjit  Singh C.A., CPA', 'title': 'Exec. VP & CFO', 'fiscalYear': 2022, 'totalPay': 1147140, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
2,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Stephen Clarkson Peacher CFA', 'age': 58, 'title': 'Pres of SLC Management', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2534848, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
3,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Daniel Richard Fishbein', 'title': 'Pres of Sun Life U.S.', 'fiscalYear': 2022, 'totalPay': 1942434, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
4,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Jacques  Goulet Jr.', 'age': 56, 'title': 'Pres of Sun Life Canada', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1165369, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
5,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Ms. Laura Ann Money', 'title': 'Exec. VP and Chief Information & Technology Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
6,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. David  Garg', 'title': 'Sr. VP of Capital Management & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
7,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Ms. Melissa Jane Kennedy', 'age': 59, 'title': 'Exec. VP and Chief Legal Officer & Public Policy Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
8,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Ms. Anne C. Sonnen', 'title': 'Sr. VP & Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
9,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Aishling  Cullen', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,50.34,50.16,50.16,50.77,50.34,50.16,50.16,50.77,2.22,0.0438,1693267200,0.5783,3.9,0.973772,13.773842,9.970414,947479,947479,556808,766900,766900,49.27,56.0,900,800,29710659584,37.96,53.21,1.1764734,50.1534,48.8043,2.88,0.057210967,USD,-37605322752,0.11915,586813963,586828032,8910912,2412852,1690761600,1693440000,0.0152,0.00075,0.54067004,13.93,25.074,2.0160325,1672444800,1703980800,1688083200,-0.28,2931000064,3.67,5.07,3.62,-1.489,-8.373,NYQ,EQUITY,SLF,SLF,Sun Life Financial Inc.,Sun Life Financial Inc.,953821800,America/New_York,EDT,-14400000,50.55,55.49,55.49,55.49,55.49,3.0,hold,1,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
