,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. Dwayne Louis Hyzak CPA', 'age': 49, 'title': 'CEO & Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 3851345, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
1,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. David L. Magdol', 'age': 51, 'title': 'Pres, Chief Investment Officer & Sr. MD', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 3331345, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
2,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. Jesse Enrique Morris', 'age': 54, 'title': 'CFO, Treasurer, Exec. VP & COO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 3191345, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
3,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. Jason B. Beauvais J.D.', 'age': 46, 'title': 'Exec. VP, Gen. Counsel, Chief Compliance Officer & Sec.', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 2012595, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
4,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. Ryan Robert Nelson', 'age': 39, 'title': 'VP & Chief Accounting Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
5,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. Ken  Dennard', 'title': 'Investor Relations Contact', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
6,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Ms. Ashley  Seatter', 'title': 'Bus. Devel. and Marketing Sr. Associate', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
7,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Ms. Margaret  Kopko', 'title': 'Human Resource Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
8,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. Kenneth Colton Braud III', 'age': 36, 'title': 'Managing Director', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
9,1300 Post Oak Boulevard,8th Floor,Houston,TX,77056,United States,713 350 6000,713 350 6042,https://www.mainstcapital.com,Asset Management,Financial Services,"Main Street Capital Corporation is a business development company specializes in equity capital to lower middle market companies. The firm specializing in recapitalizations, management buyouts, refinancing, family estate planning, management buyouts, refinancing, industry consolidation, mature, later stage emerging growth. The firm also provides debt capital to middle market companies for acquisitions, management buyouts, growth financings, recapitalizations and refinancing. The firm seeks to partner with entrepreneurs, business owners and management teams and generally provides ""one stop"" financing alternatives within its lower middle market portfolio. It prefers to invest in air freight and logistics, auto components, building products, chemicals, commercial services, computers, construction and engineering, consumer finance, consumer services, electronic equipment, energy equipment and services, financial services, health care equipment, health care providers, hotels, restaurants, and leisure, internet software and services, IT Services, machinery, oil, gas and consumable fuels, paper and forest products, professional and industrial services, road and rail, software, specialty retail, telecommunication, consumer discretionary, energy, materials, technology, and transportation. The firm typically invests in lower middle market companies generally with annual revenues between $10 million and $150 million. It prefers to invest in ranging between $2 million and $75 million in equity investment and enterprise value in ranging between $3 million and $20 million. The firm typically prefers to invest in the range of $5 million and $50 million per transaction in debt investment value and in the range of $1 million and $20 million in annual EBITDA. The firm's middle market debt investments are made in businesses that are generally larger in size than its lower middle market portfolio companies. It takes 5 percent minority and up to 50 percent majority equity investments. Main Street Capital Corporation was founded in 2007 and is based in Houston, Texas with an additional office in Chojnów, Poland.",91,"{'maxAge': 1, 'name': 'Mr. Nicholas T. Meserve', 'age': 42, 'title': 'Managing Director', 'yearBorn': 1980, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,40.89,40.92,40.7,41.16,40.89,40.92,40.7,41.16,2.82,0.0688,1695081600,0.6917,6.57,1.291147,9.195066,10.596899,407304,407304,401258,350410,350410,41.01,41.69,800,800,3380372224,31.66,43.15,7.347006,40.9,39.6016,2.655,0.0649303,USD,5343477248,0.75583,78928951,82428000,3053311,2938663,1690761600,1693440000,0.037,0.04364,0.20696,8.7,0.038399998,27.692,1.4809331,1672444800,1703980800,1688083200,6.222,347760000,4.46,3.87,1.25,11.614,NYQ,EQUITY,MAIN,MAIN,Main Street Capital Corporation,Main Street Capital Corporation,1191936600,America/New_York,EDT,-14400000,41.01,47.0,41.0,44.0,44.0,2.6,hold,6,70886000,0.86,2033990016,1.509,1.509,460102016,90.201,5.875,0.06081,0.16881001,376860000,148384256,-159819008,5.551,0.497,1.0,0.0,0.87182,USD,
