,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': ""Mr. Alexander M. van't Noordende"", 'age': 59, 'title': 'Chairman of Exec. Board & CEO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2812136, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
1,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Mr. Chris  Heutink', 'age': 60, 'title': 'COO & Member of the Exec. Board', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1583253, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
2,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Mr. Jorge  Vazquez', 'title': 'CFO,Chief Exec. of Southern Europe & Latin America and Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
3,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Ms. Myriam Beatove Moreale', 'title': 'Chief HR Officer & Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
4,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Mr. Rob  Fenne M.D.', 'title': 'Managing Director of Group Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
5,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Martin  de Weerdt', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
6,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Mr. David  Tailleur', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
7,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Mr. James  King', 'title': 'Managing Director of Group legal', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
8,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Karl  Hanuska', 'title': 'Media Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
9,Diemermere 25,Diemen,1112 TC,Netherlands,31 20 569 5911,https://www.randstad.com,Staffing & Employment Services,Industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. It offers temporary staffing and permanent placement services for the light industrial, office and administrative, manufacturing and logistics, and other specialty areas, as well as payroll services. The company also offers on-site solutions for managing a client's workforce with specific skill sets and a fluctuating level of demand for the fast-moving consumer goods, automotive, life sciences, contact centers, manufacturing, and logistics, as well as the administrative and professional segments. In addition, it recruits experienced staff for managerial and professional roles in a range of sectors and disciplines, including IT, engineering, finance, healthcare, HR, education, legal affairs, sales and marketing and communications. Further, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",43530,"{'maxAge': 1, 'name': 'Mr. Patrick  McCall', 'title': 'Chief Sales Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,6,1,1693526400,1672444800,86400,2,27.485,27.59,27.49,27.65,27.485,27.59,27.49,27.65,2.94,0.1071,1680134400,1.2902,1.278528,11.6202545,8586,8586,5430,5330,5330,0.0,0.0,0,0,10066558976,20.52,33.52,0.37222892,28.7146,28.9812,2.85,0.10369292,USD,11212520448,0.03014,179106426,363689984,0.0,0.0007,12.534,2.1972237,1672444800,1703980800,1688083200,-0.301,807000000,2.37,105:100,1400025600,0.415,9.87,PNK,EQUITY,RANJY,RANJY,RANDSTAD N.V. UNSP ADR EACH REP,Randstad N.V.,1263997800,America/New_York,EDT,-14400000,27.54,none,301000000,0.828,1136000000,1508999936,1.239,1.239,27043999744,33.041,73.992,0.05939,0.18184,5751000000,356124992,1184000000,-0.303,-0.061,0.20854999,0.042,0.03846,EUR,
