,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Mr. Christopher Brent Smith', 'age': 46, 'title': 'Pres, CEO & Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1548248, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
1,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Mr. Robert E. Bowers CPA', 'age': 65, 'title': 'CFO, Exec. VP & Chief Admin. Officer', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 922173, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
2,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Mr. George M. Wells', 'age': 59, 'title': 'Exec. VP & COO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 767250, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
3,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Mr. Christopher A. Kollme', 'age': 50, 'title': 'Exec. VP of Investments & Strategy', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 731000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
4,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Mr. Robert K. Wiberg', 'age': 66, 'title': 'Exec. VP of Northeast Region & Co-Head of Devel.', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 612174, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
5,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Ms. Laura P. Moon', 'age': 51, 'title': 'Chief Accounting Officer & Sr. VP', 'yearBorn': 1971, 'fiscalYear': 2009, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
6,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Mr. Edward H. Guilbert III', 'age': 46, 'title': 'Exec. VP of Fin., Treasurer & Assistant Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
7,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Thomas A. McKean', 'title': 'Sr. VP, Associate Gen. Counsel & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
8,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Ms. Lisa M. Tyler', 'title': 'VP of Human Resource', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
9,5565 Glenridge Connector,Suite 450,Atlanta,GA,30342-4788,United States,(770) 418-8800,(770) 418-8900,https://www.piedmontreit.com,REIT—Office,Real Estate,"Piedmont Office Realty Trust, Inc. (NYSE: PDM) is an owner, manager, developer, redeveloper, and operator of high-quality, Class A office properties located primarily in major U.S. Sunbelt markets. Its approximately $5 billion portfolio is currently comprised of approximately 17 million square feet. The Company is a fully integrated, self-managed real estate investment trust (REIT) with local management offices in each of its markets and is investment-grade rated by S&P Global Ratings (BBB) and Moody's (Baa2). Piedmont is a 2023 ENERGY STAR Partner of the Year.",149,"{'maxAge': 1, 'name': 'Mr. Damian J. Miller CFA', 'title': 'Exec. VP of Dallas - Southwest Region', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,2,2,1,1693526400,1672444800,86400,2,6.4,6.34,6.265,6.46,6.4,6.34,6.265,6.46,0.5,0.079,1692835200,1.2174,5.88,1.023513,9.173913,-42.199997,1396624,1396624,1415248,1048460,1048460,6.17,6.63,3000,1800,782995648,5.99,12.21,1.3576068,7.036,7.853,0.84,0.13125,USD,2823048704,0.13098,121852161,123696000,3174106,3281046,1690761600,1693440000,0.0257,0.01135,0.90046996,2.55,0.0354,14.518,0.43601048,1672444800,1703980800,1688083200,75545000,0.69,-0.15,-16.0,1:1,1172016000,4.895,12.422,NYQ,EQUITY,PDM,PDM,"Piedmont Office Realty Trust, I","Piedmont Office Realty Trust, Inc.",1265812200,America/New_York,EDT,-14400000,6.33,13.0,8.5,10.75,10.75,2.0,buy,2,10860000,0.088,227266000,2049336064,0.272,0.279,576747008,114.021,4.67,0.01316,0.04182,337708000,254548496,218655008,0.05,0.59261,0.39405,0.14216,USD,
