,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. Stephen E. Budorick', 'age': 62, 'title': 'Pres, CEO & Trustee', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1964006, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
1,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. Anthony  Mifsud', 'age': 58, 'title': 'Exec. VP & CFO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1081863, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
2,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. Matthew T. Myers', 'age': 38, 'title': 'Sr. VP, Chief Accounting Officer & Controller', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
3,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. Venkat  Kommineni C.F.A.', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
4,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. David L. Finch', 'title': 'VP, Gen. Counsel & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
5,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Ms. Sarah Blackwell Rowland', 'title': 'Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
6,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. Dean A. Lopez', 'title': 'Sr. VP of Devel. & Construction', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
7,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. Frank W. Ziegler', 'title': 'Sr. VP of New Bus. & Devel. Gov. Services', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
8,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. William S. Barroll', 'title': 'Managing SVP of Asset Management & Chief Bus. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
9,6711 Columbia Gateway Drive,Suite 300,Columbia,MD,21046-2383,United States,443 285 5400,443 285 7650,https://www.copt.com,REIT—Office,Real Estate,"COPT is a REIT that owns, manages, leases, develops and selectively acquires office and data center properties. The majority of its portfolio is in locations that support the United States Government and its contractors, most of whom are engaged in national security, defense and information technology (IT) related activities servicing what the Company believes are growing, durable, priority missions (Defense/IT Locations). The Company also owns a portfolio of office properties located in select urban submarkets in the Greater Washington, DC/Baltimore region with durable Class-A office fundamentals and characteristics (Regional Office Properties). As of June 30, 2023, the Company derived 90% of its core portfolio annualized rental revenue from Defense/IT Locations and 10% from its Regional Office Properties. As of the same date and including 24 properties owned through unconsolidated joint ventures, COPT's core portfolio of 192 properties encompassed 22.9 million square feet and was 95% leased.",395,"{'maxAge': 1, 'name': 'Mr. George  Ruo', 'title': 'Managing SVP of Operations & Gov. Services', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,4,2,1693526400,1672444800,86400,2,24.55,24.78,24.741,25.02,24.55,24.78,24.741,25.02,1.14,0.045700002,1695859200,0.6667,4.2,1.04426,14.845239,21.135595,542778,542778,746992,1781140,1781140,0.0,25.34,800,1100,2853061120,21.59,28.69,4.1049585,25.5786,24.88895,1.12,0.045621183,USD,5056640512,0.27403998,111693063,112535000,3252344,3582957,1690761600,1693440000,0.028900001,0.00352,1.07691,6.64,0.0417,15.426,1.616751,1672444800,1703980800,1688083200,-0.063,189806000,1.68,1.18,2.0,7.275,15.207,NYQ,EQUITY,OFC,OFC,Corporate Office Properties Tru,Corporate Office Properties Trust,694189800,America/New_York,EDT,-14400000,24.94,35.0,23.0,29.33,29.0,2.0,buy,9,20113000,0.179,332519008,2210522880,1.639,2.14,695027968,122.881,6.199,0.02718,0.11156,363380000,187483504,268018000,-0.065,-0.09,0.53539,0.47842997,0.26381,USD,
