,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Steven R. Spaulding', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1773268, 'exercisedValue': 6175564, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
1,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Sean M. Brown', 'title': 'Sr. VP & CFO', 'fiscalYear': 2022, 'totalPay': 755189, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
2,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Omar AliKhan Saif', 'title': 'Sr. VP & COO', 'fiscalYear': 2022, 'totalPay': 606677, 'exercisedValue': 46375, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
3,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Sean M. Wilson', 'title': 'Sr. VP, Chief Admin. & Sustainability Officer and Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 627208, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
4,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Kyle J. DeGruchy', 'title': 'Sr. VP & Chief Commercial Officer', 'fiscalYear': 2022, 'totalPay': 682596, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
5,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Ms. Jessica  Ferguson', 'title': 'VP of Legal & Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
6,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Ms. Tammi A. Price', 'title': 'VP of Fin. and Corp. Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
7,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Riley  Hicks', 'title': 'VP of Strategy & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
8,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Krista  Weir', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
9,440-2nd Avenue SW,Suite 1700,Calgary,AB,T2P 5E9,Canada,403 206 4000,403 206 4001,https://www.gibsonenergy.com,Oil & Gas Midstream,Energy,"Gibson Energy Inc., a liquids infrastructure company, engages in the gathering, storage, optimization, processing, and marketing of liquids and refined products in North America. It operates through two segments, Infrastructure and Marketing. The Infrastructure segment operates a network of infrastructure assets that include oil terminals, rail loading and unloading facilities, gathering pipelines, and a crude oil processing facility. The Marketing segment purchases, sells, stores, and optimizes hydrocarbon products, including crude oil, natural gas liquids, road asphalt, roofing flux, frac oils, light and heavy straight run distillates, vacuum gas oil, and an oil-based mud product. The company was formerly known as Gibson Energy Holdings ULC and changed its name to Gibson Energy Inc. in April 2011. Gibson Energy Inc. was founded in 1950 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Beth  Pollock', 'title': 'VP & Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,15.44,15.46,15.46,15.48,15.44,15.46,15.46,15.48,1.18,0.0762,1695859200,0.8042,6.2,1.342393,11.13669,300,300,7312,32037,32037,0.0,0.0,0,0,2192386048,14.25,19.36,0.21641165,15.174316,16.455772,1.52,0.098445594,USD,3836548096,0.027209999,140426136,141627008,0.00875,0.53424,3.926,3.9429443,1672444800,1703980800,1688083200,0.448,275632992,1.39,0.379,7.698,PNK,EQUITY,GBNXF,GBNXF,GIBSON ENERGY INC,Gibson Energy Inc.,1325860200,America/New_York,EDT,-14400000,15.48,none,55215000,0.39,498388992,1705458944,0.934,1.123,10130628608,306.76,70.481,0.06843,0.47533,394435000,213060128,505968000,0.528,-0.182,0.04634,0.049200002,0.039809998,CAD,
