,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Ms. Emma Natasha Walmsley', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 5978244, 'exercisedValue': 1453527, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
1,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Ms. Julie Belita Brown', 'age': 60, 'title': 'CFO & Exec. Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
2,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Ms. Shobie  Ramakrishnan', 'title': 'Chief Digital & Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
3,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Mr. Tony  Wood', 'title': 'Chief Scientific Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
4,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Ms. Sarah  Elton-Farr', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
5,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Mr. James  Ford', 'title': 'Sr. VP & Group Gen. Counsel of Legal & Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
6,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Ms. Sally  Jackson', 'title': 'Sr. VP of Global Communications & CEO Office', 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
7,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Mr. David Simon Redfern BSc (Hons), CA', 'age': 56, 'title': 'Pres of Corp. Devel.', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
8,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Ms. Diana  Conrad', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
9,980 Great West Road,Middlesex,Brentford,TW8 9GS,United Kingdom,44 20 8047 5000,https://www.gsk.com,Drug Manufacturers—General,Healthcare,"GSK plc, together with its subsidiaries, engages in the research, development and manufacture of vaccines and specialty medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as infectious disease, HIV, immunology and respiratory, and oncology. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is based in Brentford, the United Kingdom.",69400,"{'maxAge': 1, 'name': 'Mr. Philip C. Thomson', 'title': 'Pres of Global Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",10,8,10,1,10,1693526400,1672444800,86400,2,37.39,37.7,37.37,37.8,37.39,37.7,37.37,37.8,1.4,0.0374,1692230400,0.46220002,5.16,0.302927,11.80757,9.5,4661090,4661090,3457290,4273660,4273660,37.25,37.69,1200,2200,76638298112,28.47,39.74,2.6126099,35.1878,35.3626,0.555,0.014843541,USD,90208837632,0.52601004,1961064315,2047510016,4853497,4961738,1690761600,1693440000,0.0023999999,0.00049,0.13596,1.65,6.262,5.9773235,1672444800,1703980800,1688083200,0.938,5373000192,3.17,3.94,2.18,2:1,689904000,3.075,9.136,NYQ,EQUITY,GSK,GSK,GSK plc,GSK plc,323101800,America/New_York,EDT,-14400000,37.43,45.0,35.0,39.83,39.5,2.8,hold,3,6504000000,3.209,9873999872,21474000896,0.615,0.875,29333999616,176.61,14.524,0.06708,0.33219,19917000000,21123500032,4585999872,0.923,0.036,0.71436,0.3366,0.2717,GBP,0.9995
