,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Mr. Jose Teodoro Katigbak Limcaoco', 'age': 60, 'title': 'Pres, CEO & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
1,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Mr. Eric Roberto Mirasol Luchangco', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
2,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Maria Ramona O. Ang', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
3,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Madam Maria Lourdes Pauscal Gatmaytan', 'age': 53, 'title': 'Sr. VP, Co-Head of Legal, Head of Corp. Legal Affairs & Corp. Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
4,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Attorney Noravir Alvarez Gealogo', 'age': 58, 'title': 'Sr. VP & Chief Compliance Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
5,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Ms. Mary Catherine Elizabeth R. Santamaria', 'age': 54, 'title': 'Sr. VP and Chief Customer & Marketing Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
6,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Ms. Marie Josephine M. Ocampo', 'age': 59, 'title': 'Exec. VP & Head of Mass Retail Products', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
7,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Mr. Rinaldo Hechanova Fernandez', 'age': 56, 'title': 'Sr. VP of Global Markets', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
8,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Ms. Marita Socorro Domingo Gayares', 'age': 61, 'title': 'Sr. VP & Chief Risk Officer', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
9,Ayala Triangle Gardens Tower 2,22/F - 28/F Paseo De Roxas Cor. Makati Ave Bel-Air,Makati City,1226,Philippines,63 2 8663 6525,63 2 8663 6525,https://www.bpi.com.ph,Banks—Regional,Financial Services,"Bank of the Philippine Islands, together with its subsidiaries, provides various financial products and services to retail and corporate clients in the Philippines. It operates through Consumer Banking, Corporate Banking, and Investment Banking segments. The Consumer Banking segment offers deposit taking and servicing; and consumer lending, such as home mortgages, auto loans, and credit card finance, as well as remittance services to individual and retail markets. The Corporate Banking segment provides deposit taking and servicing, loan facilities, trade, and cash management to corporate and institutional customers, such as high-end corporations and middle market clients. The Investment Banking segment offers corporate finance, securities distribution, asset management, trust, and fiduciary services, as well as proprietary trading and investment activities. The company also provides financing, securities dealer, investment management, land holding, operations management, business systems, foreign exchange, real estate, pre-need, non-life insurance, leasing, and rental services. As of December 31, 2021, it operated 1,176 branches, and 2,457 automated teller machines and cash accept machines. The company also serves its customers through alternative electronic banking channels, such as telephone, mobile phone, and the internet. Bank of the Philippine Islands was founded in 1851 and is based in Makati City, the Philippines.",18656,"{'maxAge': 1, 'name': 'Mr. Eugenio P. Mercado', 'age': 58, 'title': 'Sr. VP of Enterprise Services', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.06,0.032,1685059200,0.3078,0.580784,12.599999,0.2090708,1,1,51,0,0,0.0,0.0,0,0,9574947840,1.49,1.99,0.079589285,1.8876,1.7939545,2.653,1.4037038,USD,32866682880,0.36833,1865625130,4945200128,0.67073995,0.10019,67.955,0.027812522,1672444800,1703980800,1688083200,0.045,44312170496,0.15,9.04,0.43,0.273,PNK,EQUITY,BPHLF,BPHLF,BANK OF THE PHILIPPINE ISLANDS,Bank of the Philippine Islands,1364995800,America/New_York,EDT,-14400000,1.89,131.9,81.0,108.05,108.0,2.1,buy,15,93183918080,18.843,114691244032,120304484352,24.396,0.0173,0.13821,109358000000,-146777997312,0.039,0.104,0.0,0.0,0.4748,PHP,
